Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  BRANKO OZIMEC;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MIROSLAV RAJH  ;AKCIJA MLADIH - AM  , Nositelj liste:  VOJMIR SABOLIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  RUDOLF FORKO   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  IVAN MARTAN ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU  , Nositelj liste:  BOŽO RENDIÆ   ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  dr.sc. ZVONIMIR SABATI ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS , ZAGORSKA DEMOKRATSKA STRANKA - ZDS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ   ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI  , Nositelj liste:  ROBERT ŠPOLJAR, dipl.ing.sig.;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  LADISLAV ILÈIÆ  ;MEÐIMURSKI DEMOKRATSKI SAVEZ - MDS  , Nositelj liste:  ŽELJKO PAVLIC  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  DEAN GOLUBIÆ, dipl.krim. ;NEOVISNA LISTA  , Nositelj liste:  IVAN FIOLIÆ FIO;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ   ;, NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  RADIMIR ÈAÈIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  FRANJO GOLENKO ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGORSKA STRANKA - ZS  , Nositelj liste:  MILJENKO JERNEIÆ  ;ZELENA LISTA  , Nositelj liste:  STANKO BEZEK  ;ZELENA STRANKA - ZS  , Nositelj liste:  TIHOMIR CAMPANELLO  ;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNICA;4;MIRKOVEC;VATROGASNI DOM;MIRKOVEC;193;138;137;133;4;0;0;1;1;0;3;0;3;0;0;26;0;1;9;2;4;0;0;12;1;0;0;2;0;0;66;1;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNICA;5;BISAG;DRUŠTVENI DOM;BISAG;343;212;212;206;6;0;0;0;2;3;1;0;3;3;2;44;0;3;36;2;4;1;0;16;2;1;0;7;0;0;73;0;2;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNICA;6;DRAŠKOVIÆ;VATROGASNI DOM;DRAŠKOVIÆ;327;171;171;168;3;0;1;1;0;3;1;0;2;1;2;56;0;0;25;3;3;2;0;7;1;1;0;3;0;0;54;0;0;1;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNIÈKI HUM;1;BREZNIÈKI HUM;OSNOVNA ŠKOLA;BREZNIÈKI HUM;436;247;247;237;10;1;0;0;2;1;2;0;6;0;5;53;0;0;13;3;0;1;1;16;9;0;0;1;1;1;118;0;0;1;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNIÈKI HUM;2;BREZNIÈKI HUM;VATROGASNI DOM;BREZNIÈKI HUM;262;127;127;124;3;0;2;0;2;0;2;3;1;2;2;27;0;0;8;2;1;1;0;9;0;0;0;1;0;0;54;4;0;1;2;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNIÈKI HUM;3;ŠÆEPANJE;VATROGASNI DOM;ŠÆEPANJE;291;132;132;130;2;0;0;0;0;0;1;0;3;0;1;25;0;0;10;3;5;0;0;8;0;0;0;1;1;0;71;0;1;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNIÈKI HUM;4;RADEŠIÆ;VATROGASNI DOM;RADEŠIÆ;194;116;116;113;3;0;0;0;0;1;3;0;0;0;0;34;0;0;8;3;0;0;1;4;0;0;0;0;0;0;56;0;0;0;3;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BUDINŠÈINA;1;BUDINŠÆINA;ZGRADA OPÆINE;BUDINŠÆINA 6;456;254;254;253;1;0;0;0;3;2;2;0;8;1;1;44;0;0;15;4;1;0;1;13;4;1;0;0;0;0;147;0;1;4;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BUDINŠÈINA;2;KRAPINICA;DRUŠTVENI DOM KRAPINICA;KRAPINICA BB;211;120;120;113;7;0;0;1;1;0;0;0;3;1;1;32;0;0;22;1;1;0;1;4;0;0;0;0;0;1;43;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BUDINŠÈINA;3;GOTALOVEC;DRUŠTVENI DOM GOTALOVEC;GOTALOVEC BB;257;125;125;123;2;0;0;0;0;0;2;0;4;0;2;18;0;0;12;1;5;2;0;1;1;3;0;1;1;1;69;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BUDINŠÈINA;4;ZAJEZDA;DRUŠTVENI DOM DVD-A ZAJEZDA;ZAJEZDA BB;285;120;120;114;6;0;0;0;0;1;0;2;0;1;3;17;0;0;23;0;2;0;1;1;0;0;0;2;0;1;54;0;0;5;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BUDINŠÈINA;5;GRTOVEC;NOVA KUÆA BRUÈIÆ LJUBOMIR;GRTOVEC BB;270;114;114;109;5;0;0;0;1;0;0;0;1;0;2;22;0;0;14;1;5;2;0;4;1;0;0;2;0;0;51;1;1;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BUDINŠÈINA;6;PAŽUROVEC;KUÆA STJEPANA SREMECA;PAŽUROVEC 15A;73;47;47;46;1;0;0;0;2;0;0;0;1;0;0;20;0;0;2;2;0;0;0;4;1;0;0;1;1;0;10;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BUDINŠÈINA;7;SVETI KRIŽ;KUÆA MARGETIÆ FRANJO I BRANKO;SVETI KRIŽ 19;114;64;64;61;3;0;0;0;1;0;1;0;1;0;0;16;0;0;9;0;0;0;0;2;0;0;0;0;0;0;31;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BUDINŠÈINA;8;PREPUŠTOVEC;KUÆA PLENAR IVAN;PREPUŠTOVEC 6/A;119;61;61;57;4;0;0;0;1;1;0;0;5;1;1;16;0;0;2;1;0;0;0;1;1;0;0;1;0;0;25;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BUDINŠÈINA;9;PECE;KUÆA RIÈKO MARE;PECE 85;255;125;125;122;3;1;0;2;0;1;7;2;1;0;1;32;1;1;16;2;1;0;1;6;1;1;0;0;1;0;39;0;0;4;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;1;GORNJE VRATNO;DRUŠTVENI DOM;VARAŽDINSKA ULICA 136;982;625;625;619;6;1;1;2;2;0;8;1;10;3;7;56;0;2;33;8;10;1;4;35;26;3;1;1;0;1;394;1;1;2;2;3;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;2;RADOVEC;STARA ŠKOLA;A. MIHANOVIÆA 7;258;163;163;161;2;0;2;2;1;0;3;0;1;0;0;29;0;0;15;2;1;0;1;8;2;3;0;1;2;0;86;0;0;1;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;3;CESTICA;VATROGASNI DOM;DRAVSKA 1 A;677;457;457;446;11;0;1;1;2;5;2;1;11;5;1;60;0;2;18;2;4;5;4;27;18;1;0;3;0;0;265;2;1;2;3;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;4;OTOK VIRJE;DRUŠTVENI DOM;MOŠE PIJADE;194;124;124;121;3;0;1;0;1;0;0;0;3;0;1;16;0;0;1;4;0;0;0;5;2;0;0;2;1;1;79;0;1;1;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;5;VIRJE KRIŽOVLJANSKO;DRUŠTVENI DOM;ORMOŠKA ULICA;226;167;167;165;2;0;0;1;0;0;1;1;0;0;0;18;0;2;5;0;0;2;1;12;0;1;0;2;1;0;116;0;0;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;6;RADOVEC POLJE;DRUŠTVENI DOM;RADOVEC POLJE;125;83;83;81;2;0;0;0;0;1;0;0;1;0;1;10;0;0;5;1;1;0;1;9;4;0;2;0;1;0;43;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;7;BABINEC;VATROGASNI DOM;ŠKOLSKA ULICA;721;424;424;418;6;0;1;0;1;4;2;1;11;0;2;33;0;3;10;7;3;0;3;18;3;2;0;2;0;0;308;2;0;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;8;VELIKI LOVREÈAN;VATROGASNI DOM;SVETOG LOVRE;548;355;355;346;9;0;1;2;2;0;3;1;5;0;5;35;0;1;28;6;3;1;0;7;3;1;1;1;0;0;239;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;9;DUBRAVA KRIŽOVLJANSKA;"ZGRADA ""MIHALIÆ""";VINOGRADSKA ULICA;223;131;131;128;3;0;2;0;0;0;0;0;4;0;0;23;2;0;4;1;2;0;0;4;1;0;0;0;0;1;84;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;10;JARKI;PROSTORIJE MJESNOG ODBORA JARKI;JARKI;297;174;174;170;4;0;0;0;0;1;1;0;3;1;2;7;0;2;17;4;2;0;0;3;3;1;0;3;1;0;118;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;11;GRADIŠÆE;VATROGASNI DOM GRADIŠÆE;GRADIŠÆE;231;131;131;122;9;0;0;1;0;2;1;0;0;0;4;12;2;1;7;2;1;2;1;9;0;0;0;1;0;2;72;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;CESTICA;12;NATKRIŽOVLJAN;MJESNI ODBOR NATKRIŽOVLJAN;NATKRIŽOVLJAN;268;163;163;159;4;0;0;1;0;1;3;1;2;1;2;53;1;1;4;4;2;0;0;4;0;1;0;0;0;0;77;0;1;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DEKANOVEC;1;DEKANOVEC;VATROGASNI DOM;FLORIJANA ANDRAŠECA 39;709;465;465;463;2;0;0;3;2;1;1;1;2;3;3;142;0;0;14;3;22;7;2;63;8;7;1;0;1;0;176;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DESINIÆ;1;DESINIÆ;OPÆINA DESINIÆ;TRG SV. JURJA 7;933;524;524;506;18;1;3;1;1;4;7;0;9;0;7;166;0;3;44;9;5;4;1;20;10;5;0;5;4;0;189;4;0;4;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DESINIÆ;2;VELIKA HORVATSKA;NOVA PODRUÈNA ŠKOLA VELIKA HORVATSKA;VELIKA HORVATSKA 9;505;276;276;271;5;0;0;2;5;1;1;2;11;0;6;81;1;1;14;8;2;2;1;14;6;2;0;1;2;0;100;0;0;6;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DESINIÆ;3;JELENJAK;KUÆA ZDRAVKA ŠURBEKA;JELENJAK 5;213;115;115;109;6;0;0;0;2;1;4;0;2;0;1;41;0;0;15;1;1;0;0;5;2;0;0;3;0;1;29;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DESINIÆ;4;GORNJI ZBILJ;ZADRUŽNI PROSTOR;GOSTENJE BB;195;116;116;112;4;0;1;0;0;0;5;1;0;0;1;56;1;1;9;3;1;0;1;4;2;0;0;1;1;0;21;0;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DESINIÆ;5;TURNIŠÆE;LOVAÈKI DOM;TURNIŠÆE DESINIÆKO 13/2;219;119;119;112;7;0;0;0;1;1;1;0;4;0;2;37;0;0;11;6;1;0;1;7;0;0;0;1;0;0;38;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DESINIÆ;6;HUM KOŠNIÆKI;DVORAC VELIKI TABOR;DVORAC VELIKI TABOR;335;178;178;172;6;0;0;1;2;1;7;0;3;1;0;48;0;1;22;6;1;0;0;8;1;0;0;3;2;1;59;0;2;2;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DOMAŠINEC;1;DOMAŠINEC;DOM KULTURE - VELIKA DVORANA;MARTINA PUŠTEKA 9;639;372;372;368;4;0;0;0;0;1;5;2;3;1;3;58;0;0;27;4;8;2;0;50;6;9;0;1;1;0;187;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DOMAŠINEC;2;DOMAŠINEC;DOM KULTURE - MALA DVORANA;MARTINA PUŠTEKA 9;841;472;472;466;6;1;2;1;0;0;4;0;2;1;2;76;0;3;27;2;8;1;0;63;1;8;0;2;1;1;258;0;2;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DOMAŠINEC;3;TURÈIŠÆE;DRUŠTVENI DOM;TURÈIŠÆE;540;340;340;336;4;0;0;1;0;0;2;0;7;0;4;48;0;0;5;6;5;1;2;45;7;8;1;0;0;0;191;1;0;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA DUBRAVA;1;DONJA DUBRAVA;OSNOVNA ŠKOLA - UÈIONICA BR. 102 (PRIZEMLJE);KRBULJA 23;897;578;578;574;4;0;0;3;3;2;0;0;6;3;1;77;0;1;10;25;2;2;4;122;6;10;0;0;3;2;291;1;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA DUBRAVA;2;DONJA DUBRAVA;OSNOVNA ŠKOLA - UÈIONICA BR. 103 (PRIZEMLJE);KRBULJA 23;980;575;575;568;7;1;1;1;1;1;1;0;11;1;3;89;0;0;9;28;8;0;2;112;9;12;0;1;5;1;271;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA VOÆA;1;DONJA VOÆA - 1;OSNOVNA ŠKOLA;DONJA VOÆA 19 D;455;205;205;204;1;0;0;2;1;1;3;0;5;0;2;39;0;0;28;0;2;0;1;6;3;1;0;2;2;0;106;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA VOÆA;2;SLIVARSKO;KUÆA ANKE GREGUR;SLIVARSKO 66;274;112;112;110;2;0;0;0;6;0;1;0;3;1;1;32;2;0;8;5;3;0;0;4;0;0;0;0;1;0;42;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA VOÆA;3;DONJA VOÆA - 2;KUÆA STJEPAN ŠVETAK;DONJA VOÆA 191D;308;178;178;172;6;0;0;2;0;4;1;0;6;1;5;27;0;1;20;2;4;0;0;6;6;1;1;0;0;0;81;0;0;3;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA VOÆA;4;DONJA VOÆA - 3;KUÆA STJEPANA KUKECA;DONJA VOÆA 284 B;307;145;145;142;3;0;1;0;3;2;0;0;2;0;0;26;0;1;7;3;0;1;0;8;1;0;0;0;4;0;81;2;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA VOÆA;5;GORNJA VOÆA - 1;KUÆA ŽELJKA PREMUŽIÆA;GORNJA VOÆA 132A;300;143;143;136;7;0;0;2;2;0;1;0;2;0;0;30;0;0;24;0;1;0;1;7;1;0;0;2;0;0;63;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA VOÆA;6;GORNJA VOÆA - 2;OSNOVNA ŠKOLA;GORNJA VOÆA BB;272;113;113;111;2;0;0;0;0;1;0;0;2;0;0;12;0;2;10;0;1;1;0;5;2;3;0;0;0;0;72;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA VOÆA;7;RIJEKA VOÆANSKA;KUÆA MARTINA JAKOPANECA;RIJEKA VOÆANSKA 59;259;83;83;82;1;0;0;0;0;1;1;0;0;0;4;30;1;0;13;0;4;0;0;0;1;0;0;0;0;0;25;2;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJA VOÆA;8;JELOVEC VOÆANSKI;KUÆA BARICE HORVATIÆ;JELOVEC VOÆANSKI 6;195;65;65;65;0;0;0;0;2;2;2;0;2;0;1;5;0;1;19;0;0;0;0;0;1;1;0;0;0;0;28;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI KRALJEVEC;1;DONJI KRALJEVEC;OSNOVNA ŠKOLA;ÈAKOVEÈKA 9;655;468;468;462;6;0;0;1;3;2;1;1;15;0;0;63;1;0;25;7;5;2;3;71;16;10;0;0;0;0;233;1;0;0;0;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI KRALJEVEC;2;DONJI KRALJEVEC;PROSTORIJE OPÆINE;KOLODVORSKA 52 D;718;445;445;438;7;1;0;1;2;1;4;0;8;2;1;58;0;2;22;12;1;1;0;80;4;9;1;1;2;0;222;1;0;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI KRALJEVEC;3;HODOŠAN;NOGOMETNI KLUB;BRAÆE RADIÆA BB;559;353;353;346;7;0;0;1;1;0;3;1;3;0;1;46;0;1;19;4;0;1;1;65;7;4;0;1;0;0;184;0;0;0;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI KRALJEVEC;4;HODOŠAN;VATROGASNI DOM;PRVOMAJSKA 2;547;329;329;323;6;0;0;0;0;0;2;0;5;1;5;60;1;0;24;8;8;1;1;68;7;4;0;0;1;1;124;0;0;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI KRALJEVEC;5;DONJI HRAŠÆAN;DOM KULTURE;DONJI HRAŠÆAN 96;485;315;315;311;4;0;0;2;0;1;3;0;1;0;1;43;0;1;23;2;3;4;0;67;5;6;0;0;0;1;148;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI KRALJEVEC;6;DONJI PUSTAKOVEC;DOM KULTURE;DONJI PUSTAKOVEC 111;254;186;186;182;4;0;0;0;1;0;0;0;2;0;0;32;0;0;10;1;5;1;0;31;6;5;0;0;0;1;83;3;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI KRALJEVEC;7;SVETI JURAJ U TRNJU;OSNOVNA ŠKOLA;SVETI JURAJ U TRNJU 51;242;174;174;173;1;0;2;0;0;0;4;0;0;0;0;27;0;0;2;3;1;0;0;21;5;9;0;0;0;0;97;2;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI KRALJEVEC;8;PALINOVEC;VATROGASNI DOM;PALINOVEC BB;640;389;389;384;5;0;0;0;1;1;1;0;4;2;2;64;1;0;11;8;6;1;0;75;5;36;2;3;1;1;155;0;0;0;0;4;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI VIDOVEC;1;DONJI VIDOVEC;DOM KULTURE - PROSTORIJA 1;RADE KONÈARA 9;617;354;354;352;2;0;0;0;2;0;0;0;6;1;2;46;0;1;7;67;3;2;1;45;12;5;0;0;2;1;146;1;0;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;DONJI VIDOVEC;2;DONJI VIDOVEC;DOM KULTURE - PROSTORIJA 2;RADE KONÈARA 9;689;415;415;413;2;0;2;0;4;0;5;0;13;0;3;36;1;1;12;63;3;1;2;69;11;7;0;0;1;2;172;1;0;0;2;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;1;ÐURMANEC;VATROGASNI DOM;ÐURMANEC;734;523;523;499;24;2;1;1;8;4;6;0;15;0;2;107;1;1;10;27;7;1;2;12;7;2;2;1;2;0;269;4;0;4;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;2;DONJI MACELJ;KUÆA MILJENKA ŠAFRANKO;DONJI MACELJ 61;479;323;323;317;6;0;1;1;4;3;4;0;6;0;5;43;0;0;6;18;3;0;1;9;6;1;0;7;0;0;190;3;0;6;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;3;GORNJI MACELJ;KUÆA PERNEK VLADIMIRA;GORNJI MACELJ 38;167;76;76;73;3;0;0;0;0;0;2;0;4;1;1;11;0;0;3;2;1;0;0;1;0;0;0;1;0;0;45;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;4;RAVNINSKO;KUÆA DUBRAVKA KONJIÆA;RAVNINSKO 91A;429;306;306;299;7;0;0;1;6;2;1;3;11;1;1;98;1;1;2;7;2;0;0;11;3;0;0;3;2;0;137;0;0;4;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;5;HROMEC;PODRUÈNA ŠKOLA;HROMEC;368;223;223;220;3;1;0;1;2;0;3;0;17;0;3;72;1;1;13;8;1;1;2;15;2;0;0;2;0;0;70;0;0;5;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;6;HLEVNICA;KUÆA CESAREC JOSIPA;HLEVNICA 3B;220;124;124;120;4;0;1;0;3;0;1;0;1;1;3;49;2;0;3;1;3;0;1;7;4;0;0;1;0;0;36;0;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;7;LUKOVÈAK;KUÆA PAVIÆ JOSIPA;LUKOVÈAK 38;178;129;129;122;7;1;0;0;1;1;4;0;3;2;0;25;0;2;5;0;0;0;0;12;2;1;0;0;0;0;63;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;8;JEZERIŠÆE;KUÆA VARJAÈIÆ MARIJE;JEZERIŠÆE 21;105;69;69;64;5;1;0;0;2;0;0;1;2;0;1;20;1;1;2;1;0;1;0;1;0;0;0;0;2;0;26;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;9;PODBREZOVICA;KUÆA JOSIPA PAVIÆA;PODBREZOVICA 63;237;166;166;159;7;0;1;0;1;0;4;0;6;2;1;73;0;2;8;2;0;2;0;5;4;0;0;1;0;0;47;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;10;PUTKOVEC;PODRUÈNA ŠKOLA - SOBA 1;PUTKOVEC;189;133;133;133;0;0;0;2;1;1;1;0;0;0;0;38;1;0;8;4;8;0;0;0;9;0;0;0;0;0;56;1;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;11;PRIGORJE;PODRUÈNA ŠKOLA - SOBA 2;PUTKOVEC;274;125;125;117;8;1;1;0;0;0;5;0;2;1;0;11;0;0;29;3;0;1;0;3;0;0;0;1;1;1;56;1;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ÐURMANEC;12;GORIÈANOVEC;KUÆA ILIÆ IVICE;GORIÈANEC 17;222;120;120;113;7;1;0;0;2;0;0;2;4;0;4;19;0;0;4;0;5;0;0;3;0;1;0;0;1;1;58;5;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORIÈAN;1;GORIÈAN;OSNOVNA ŠKOLA - RAZRED 1;ŠKOLSKA 16;753;496;493;489;4;0;1;0;6;2;2;0;11;2;6;134;1;2;10;11;9;2;2;74;34;10;0;0;0;1;166;0;1;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORIÈAN;2;GORIÈAN;OSNOVNA ŠKOLA - RAZRED 2;ŠKOLSKA 16;839;506;506;499;7;0;1;0;6;1;4;1;6;2;2;100;2;0;11;17;10;7;2;79;31;12;0;0;2;0;200;0;0;0;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORIÈAN;3;GORIÈAN;OSNOVNA ŠKOLA - RAZRED 3;ŠKOLSKA 16;893;558;558;548;10;2;0;1;3;2;3;0;6;1;2;89;0;1;23;10;5;0;0;108;48;19;1;1;4;0;213;1;1;2;0;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;1;SVETI MATEJ I;TRGOVINA ŠTEFICE ŠIŠAK;SVETI MATEJ 10;146;51;51;50;1;0;0;0;0;0;0;1;3;1;1;11;0;0;0;1;1;0;0;5;1;0;0;0;2;1;22;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;2;SVETI MATEJ II;PODRUÈNA ŠKOLA;SVETI MATEJ 128;399;201;201;199;2;2;1;0;7;9;3;1;4;0;0;28;0;0;14;5;8;4;0;10;3;0;0;2;0;1;93;1;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;3;HUM STUBIÈKI;PODRUÈNA ŠKOLA;HUM STUBIÈKI 47;510;297;297;288;9;0;0;0;3;3;1;1;10;0;2;34;0;0;15;27;5;2;1;12;14;1;1;10;1;1;138;0;0;6;0;0;;;;;;;;;;;;;;;;;
