Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: VLADIMIR KONEÈNY, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  VLADIMIR SEVER  ;AKCIJA MLADIH - AM  , Nositelj liste:  IGOR PUHAR;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR  ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MILAN BINGULA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ  ;GLAS RAZUMA  , Nositelj liste:  MILAN LELAS, dipl.ing.prometa, pilot ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  VLADO MIKLOBUŠEC  ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  DARKO PETRIÈIÆ ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  JOSIP FRIŠÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;  , HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZVONKO BAJAN  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  EMIL ZORAJ ;Predlagatelji: NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  DARKO DUGA;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  BRANKO STOJKOVIÆ ;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  KREŠIMIR ŠTETIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ  ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO JEFTIMIJA, dr.  ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  ŽELJKO TUPEK ;ZELENA STRANKA - ZS  , Nositelj liste:  LJUBO SUBOTIÆ, prof.;ZELENI ZAJEDNO  , Nositelj liste:  SRÐAN DVORNIK, mag. pol. ;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;47;NOVO MJESTO;DRUŠTVENI DOM;NOVO MJESTO BB;120;83;83;81;2;0;0;1;0;3;1;0;2;0;0;1;0;13;0;0;0;4;5;1;0;0;0;0;1;0;0;0;0;0;44;0;0;0;4;1;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;48;POLONJE I;DRUŠTVENI DOM;POLONJE BB;172;111;111;111;0;0;0;1;4;1;2;0;0;1;0;0;3;31;2;0;0;7;11;4;2;8;0;1;0;0;1;0;0;0;32;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;49;POLONJE II;DRUŠTVENI DOM;POLONJE TOMAŠEVEÈKO BB;146;100;100;99;1;0;1;0;0;0;2;0;2;0;2;0;1;41;1;0;0;3;5;2;3;8;0;0;2;0;0;0;0;0;25;1;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;50;KELEMINOVEC;DRUŠTVENI DOM;KELEMINOVEC BB;99;76;76;74;2;0;0;0;1;1;1;0;0;1;1;1;2;28;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;29;0;0;1;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;1;VRBOVEC I;VELIKA GRADSKA VIJEÆNICA;TRG P. ZRINSKOG 9, VRBOVEC;706;522;520;513;7;0;1;3;4;2;3;0;10;1;1;1;1;87;4;1;0;20;24;11;8;30;8;0;5;1;8;0;0;1;275;0;0;1;1;0;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;2;VRBOVEC II;MALA GRADSKA VIJEÆNICA;TRG P. ZRINSKOG 9, VRBOVEC;415;282;282;278;4;0;0;1;2;2;1;0;8;0;3;0;0;50;1;1;0;9;9;5;6;18;1;0;2;0;1;0;0;0;156;0;0;0;2;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;3;VRBOVEC III;DRUŠTVENI DOM U GRADEÈKOJ ULICI;GRADEÈKA 70, VRBOVEC;396;270;270;269;1;0;0;0;0;3;4;2;7;0;1;0;1;39;2;0;0;18;12;10;4;17;1;0;4;0;2;0;0;0;138;0;1;0;1;2;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;4;VRBOVEC IV;UDRUGA UMIROVLJENIKA;BRDO 3, VRBOVEC;708;442;442;436;6;0;3;4;1;2;2;0;17;1;1;1;1;69;4;0;0;25;16;6;13;17;9;0;12;1;4;0;1;1;220;2;1;1;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;5;VRBOVEC V;PUÈKO OTVORENO UÈILIŠTE VRBOVEC (UÈIONICA 1. - GLAVNI ULAZ);KOLODVORSKA 1, VRBOVEC;668;391;391;382;9;0;0;2;4;0;0;0;12;0;1;0;1;49;0;0;0;32;16;13;4;29;4;0;13;1;5;0;0;1;188;0;0;2;2;0;3;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;6;VRBOVEC VI;KUÆA MARTINEC SILVIJA;IVANA MAŽURANIÆA 5 (UÈILIŠTE LENART) VRBOVEC;1.576;1.078;1.078;1.060;18;2;3;2;5;1;8;0;31;3;3;1;1;190;2;1;0;69;39;18;9;71;12;1;13;1;9;0;0;2;547;2;1;1;4;4;4;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;7;VRBOVEÈKI PAVLOVEC;DRUŠTVENI DOM;VRBOVEÈKI PAVLOVEC 75, VRBOVEC;332;229;229;224;5;0;1;0;0;0;9;1;2;0;4;0;1;40;0;0;0;24;8;1;3;16;3;0;4;0;2;0;0;0;102;0;0;0;1;0;2;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;8;MARTINSKA VES;DRUŠTVENI DOM;RADNIÈKA 8, VRBOVEC;502;307;307;302;5;0;0;1;2;0;2;2;9;1;2;2;3;45;0;1;2;31;5;8;9;22;4;0;5;0;2;0;0;1;132;8;1;0;1;0;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;9;LUKA;DRUŠTVENI DOM;LUKA 46;825;466;466;453;13;0;0;1;4;4;6;0;17;1;3;0;0;78;2;1;2;41;11;8;5;27;1;0;9;0;4;0;0;0;221;0;2;1;3;0;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;10;NOVO SELO;DRUŠTVENI DOM;NOVO SELO BB;100;55;55;55;0;0;0;0;0;0;0;0;4;1;1;0;0;14;0;0;0;4;4;1;2;2;0;0;3;0;1;0;0;0;17;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;11;CELINE;VATROGASNI DOM;CELINE 54;809;526;526;517;9;1;1;0;1;3;6;0;10;1;4;0;1;95;3;0;0;56;19;15;7;47;8;0;13;1;1;0;0;0;220;0;0;2;1;1;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;12;CERJE;DRUŠTVENI DOM;CERJE 15;191;127;127;122;5;1;1;3;0;2;3;0;0;0;0;1;1;20;0;0;1;16;0;3;0;2;0;0;4;0;0;0;0;0;62;1;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;13;BRÈEVEC;DRUŠTVENI DOM;BRÈEVEC 46;502;314;314;310;4;0;2;1;1;2;5;0;3;0;1;0;1;90;2;0;1;27;15;9;0;9;2;1;17;0;0;0;0;0;117;1;1;2;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;14;POLJANA;DRUŠTVENI DOM;POLJANA 153;350;230;230;229;1;0;0;0;2;0;4;1;9;0;1;1;2;33;3;0;0;56;10;1;0;8;0;0;2;0;2;0;0;0;91;0;0;0;1;0;2;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;15;POLJANSKI LUG;DRUŠTVENI DOM;POLJANSKI LUG 11;374;185;185;180;5;0;1;3;2;2;3;0;2;0;1;0;1;53;1;0;0;23;3;2;0;8;1;0;6;0;0;0;0;0;67;0;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;16;PRILESJE;DRUŠTVENI DOM;PRILESJE 38;159;90;90;84;6;0;0;0;1;1;0;0;2;0;0;0;0;24;0;0;0;6;4;0;0;9;0;0;5;0;0;0;0;1;30;0;1;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;17;KONAK;DRUŠTVENI DOM;KONAK 12B;131;98;98;95;3;0;0;0;0;0;0;0;3;0;0;0;2;24;0;0;0;5;2;0;0;5;1;0;1;0;0;0;0;0;52;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;18;GORNJI TKALEC;VATROGASNI DOM;GORNJI TKALEC 47;262;163;163;159;4;0;0;0;0;0;4;0;3;0;0;0;0;13;0;0;0;64;4;2;4;3;1;0;1;0;0;0;0;0;60;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;19;ŽUNCI;VATROGASNI DOM;ŽUNCI 6;144;104;104;104;0;0;2;1;0;0;0;1;3;0;1;0;0;18;0;0;0;33;0;0;1;2;0;0;3;1;0;0;0;1;37;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;20;LOVREÈKA VELIKA;KUÆA KATICE ŠEREMET;LOVREÈKA VELIKA 21;164;104;104;104;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;16;5;1;0;6;2;0;1;0;0;0;1;0;65;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;21;GOSTOVIÆ;DRUŠTVENI DOM;GOSTOVIÆ 10;122;75;75;74;1;0;0;0;2;0;1;0;2;0;1;0;0;18;0;0;0;10;2;2;0;2;3;0;3;0;0;0;0;0;27;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;22;BANOVO;OSNOVNA ŠKOLA;BANOVO 13;92;68;68;66;2;0;0;0;1;0;0;0;3;0;0;0;0;14;0;0;0;19;0;0;0;0;0;0;0;0;1;0;0;0;28;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;23;PODOLEC;DRUŠTVENI DOM;PODOLEC 2;136;75;75;74;1;0;0;0;1;0;0;0;1;0;0;0;0;6;1;1;0;11;2;4;0;4;3;0;3;0;0;0;0;0;37;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;24;LOVREÈKA VAROŠ;DRUŠTVENI DOM;LOVREÈKA VAROŠ 34;121;93;93;93;0;0;0;0;0;0;1;0;2;0;0;0;0;19;0;0;0;25;2;1;2;4;2;1;0;0;1;0;0;0;29;0;3;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;25;LUKOVO;DRUŠTVENI DOM;LUKOVO 78;149;118;118;116;2;0;0;0;0;0;0;0;2;0;0;0;5;23;0;0;0;8;7;3;0;7;1;0;6;0;0;0;0;0;53;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;26;TOPOLOVEC;KUÆA GORANA GREGURIÆA;TOPOLOVEC 5A;106;72;72;71;1;0;0;0;0;0;4;0;6;2;0;0;0;3;0;0;0;4;4;4;3;4;2;0;1;0;0;0;1;1;30;1;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;27;MARENIÆ;DRUŠTVENI DOM;MARENIÆ 28;115;78;78;77;1;0;1;2;3;0;1;0;2;0;1;1;0;20;1;0;0;3;0;0;4;1;0;0;4;0;0;0;0;1;30;0;0;0;0;1;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;28;LONJICA;VATROGASNI DOM;LONJICA 128;863;537;537;524;13;0;3;1;8;0;3;2;20;4;2;2;0;132;1;2;0;28;27;14;4;22;5;0;13;0;8;0;0;3;214;1;1;0;1;0;3;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;29;PESKOVEC;VATROGASNI DOM;PESKOVEC 39;282;155;155;153;2;1;0;0;1;2;0;0;1;0;0;0;1;45;0;0;0;9;3;1;1;12;0;0;1;0;0;0;0;1;74;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;30;GREDA;DRUŠTVENI DOM;GREDA 25;125;83;83;83;0;0;0;0;1;1;0;0;2;0;0;0;0;6;0;0;0;8;3;5;1;5;2;0;4;0;1;0;0;0;44;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;31;SAMOBOREC;DRUŠTVENI DOM;SAMOBOREC 11;91;74;74;74;0;0;0;0;0;0;0;1;0;0;0;0;0;36;0;0;0;15;5;2;0;3;0;0;5;0;2;0;0;0;5;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;32;GAJ;VATROGASNI DOM;GAJ 47;344;247;247;241;6;0;1;0;1;0;1;0;8;0;0;0;0;39;0;1;0;81;3;4;4;3;0;0;6;1;1;0;0;0;87;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;33;DIJANEŠ;DRUŠTVENI DOM;DIJANEŠ 61;137;85;85;84;1;0;0;0;0;0;0;0;1;0;0;0;2;12;0;0;0;20;2;0;3;3;0;0;1;1;2;0;0;1;34;0;0;0;2;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;34;KRKAÈ;DRUŠTVENI DOM;KRKAÈ BB;59;55;55;55;0;0;1;0;0;1;0;2;2;0;0;0;0;7;0;0;0;7;1;1;0;7;0;0;2;0;0;0;0;1;23;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;35;PIRAKOVEC;DRUŠTVENI DOM;PIRAKOVEC 13;109;67;67;66;1;0;2;1;1;1;2;1;8;0;0;0;0;4;0;0;0;3;2;6;3;6;1;0;0;0;0;0;0;0;23;0;0;0;1;0;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;36;DULEPSKA;DRUŠTVENI DOM;DULEPSKA 44;146;88;88;86;2;0;0;0;0;1;4;0;1;0;1;0;0;6;0;1;0;14;2;2;0;4;0;0;0;0;0;0;0;0;49;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;37;NEGOVEC;DRUŠTVENI DOM;NEGOVEC 69;148;98;98;95;3;0;0;0;0;1;2;0;1;0;1;0;0;46;0;0;0;6;2;0;0;9;0;0;1;0;0;0;0;0;25;0;0;1;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;38;VRHOVEC;DRUŠTVENI DOM;VRHOVEC 20;113;79;79;78;1;0;0;0;0;0;0;2;1;0;1;0;0;6;1;0;0;8;8;6;0;3;0;0;2;0;0;0;0;0;40;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;39;DONJI TKALEC;KUÆA GLAVINEC ÐURE;DONJI TKALEC 9;73;47;47;43;4;0;0;0;0;0;0;0;0;0;1;0;0;23;0;0;0;4;1;0;0;1;0;0;0;0;0;0;1;0;11;0;0;1;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;VRBOVEC;40;HRUŠKOVICA;KUÆA BASTIÆ STJEPANA;HRUŠKOVICA 27;55;35;35;35;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;4;2;0;0;2;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;BRANOVEC-JALŠEVEC;VATROGASNI DOM;BRANOVEÈKA CESTA 94;859;505;505;498;7;1;1;4;1;1;3;0;15;1;1;2;3;104;0;0;1;17;5;36;15;24;5;0;45;0;4;1;0;0;175;0;0;3;26;1;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;ÈUÈERJE;OŠ ÈUÈERJE;ÈUÈERSKA CESTA 382;1.198;785;768;761;7;1;1;1;7;3;4;3;22;1;1;1;3;126;3;1;0;37;29;35;18;73;18;2;56;1;4;0;0;1;274;1;0;6;24;0;4;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;3;ÈUÈERJE;KUÆA STJEPANA SRUKA;SRUKI 6;310;194;194;190;4;0;0;3;2;1;4;0;7;0;0;1;1;41;2;0;1;8;9;16;3;11;3;0;11;0;2;1;0;1;48;1;0;1;11;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;4;ÈUÈERJE;KUÆA BRCKA SRUKA;MARIJE SNIJEŽNE 30;407;246;246;241;5;0;0;3;5;3;1;1;5;0;0;1;1;37;2;0;0;4;9;11;3;19;0;0;32;0;2;0;0;0;89;0;1;3;6;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;5;ÈUÈERJE;KUÆA DRAGUTINA NOVOSELA;TRSTENIK 117;249;169;169;166;3;0;1;0;5;2;1;0;6;0;2;1;1;33;1;0;0;2;14;6;2;16;0;0;6;1;3;0;1;0;58;1;0;0;3;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;6;ÈUÈERJE;KUÆA ŠUŠKOVIÆ-JAKOPAC STJEPANA;MEDVEDSKI BREG 27;132;103;103;102;1;0;1;0;0;0;0;0;1;0;0;0;0;25;0;0;0;4;12;1;1;8;2;0;3;0;0;0;0;1;40;1;0;1;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;7;DANKOVEC;OŠ ÈUÈERJE-PODRUÈNA ŠKOLA DANKOVEC;SLANOVEÈKA CESTA 19;1.021;660;657;648;9;0;5;3;4;3;7;0;26;1;2;3;2;131;1;3;0;12;34;29;29;47;9;1;18;0;8;1;0;1;252;1;2;4;5;2;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;8;DANKOVEC;OŠ ÈUÈERJE-PODRUÈNA ŠKOLA DANKOVEC;SLANOVEÈKA CESTA 19;1.335;833;833;822;11;2;1;5;6;8;6;1;22;1;1;1;1;142;6;0;1;18;45;44;36;79;12;0;31;1;8;0;1;0;321;2;2;6;10;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;9;DUBEC;OŠ ANTUNA MIHANOVIÆA;DUBEÈKA 5;2.055;1.360;1.359;1.340;19;0;1;5;8;9;3;2;61;2;5;2;3;296;5;1;1;14;61;60;69;93;29;0;37;0;22;0;1;3;528;0;2;3;10;4;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;10;DUBEC;PROSTORIJE MJESNOG ODBORA;RUDOLFA IVANKOVIÆA 34;1.724;1.119;1.117;1.103;14;0;3;3;13;7;8;0;38;0;3;3;1;238;6;1;0;12;29;46;64;78;22;0;33;0;19;0;0;0;454;3;1;4;10;0;4;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;11;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;SV. LEOPOLDA MANDIÆA 55;1.351;902;902;885;17;0;2;2;2;4;4;0;29;2;3;2;1;181;3;0;0;21;38;27;45;66;18;0;30;0;23;0;0;7;351;5;2;2;7;5;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;12;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;SV. LEOPOLDA MANDIÆA 55;1.389;909;909;901;8;1;3;2;7;0;6;0;33;3;0;1;1;207;2;0;0;13;47;28;49;49;15;0;29;0;21;0;1;0;357;2;0;2;16;1;5;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;13;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;SV. LEOPOLDA MANDIÆA 55;1.438;862;861;846;15;0;2;3;5;5;1;0;28;1;6;1;1;209;6;0;0;7;36;29;40;50;19;1;34;0;26;0;0;4;317;3;1;4;0;4;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;14;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;SV. LEOPOLDA MANDIÆA 55;1.271;818;818;812;6;0;0;0;5;4;4;0;32;1;2;2;1;161;2;0;0;10;38;24;21;44;11;0;29;1;32;0;0;1;378;0;0;4;3;2;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;15;DUBRAVA - SREDIŠTE;OŠ DR.ANTE STARÈEVIÆA;SV. LEOPOLDA MANDIÆA 55;1.308;828;828;816;12;0;1;5;6;3;3;0;15;3;2;1;1;209;5;0;0;13;36;25;34;62;5;0;31;0;11;0;0;0;310;0;1;8;20;4;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;16;GORNJA DUBRAVA;DJEÈJI VRTIÆ RADOST;LJUBIJSKA 79A;1.612;1.041;1.041;1.032;9;0;3;5;3;6;4;3;54;3;1;2;1;265;3;0;1;4;39;56;36;75;13;1;34;0;15;0;0;3;373;2;3;3;17;3;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;17;GORNJA DUBRAVA;OŠ ŽUTI BRIJEG;VRTNJAKOVEÈKA 2;1.674;1.062;1.062;1.045;17;2;1;2;11;17;6;10;27;2;5;2;3;226;8;0;0;13;46;36;47;78;20;1;49;0;16;3;0;3;385;2;2;5;12;2;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;18;GORNJA DUBRAVA;PROSTORIJE MJESNOG ODBORA;DRAVSKA 4;1.245;786;786;778;8;1;2;2;8;4;2;1;24;5;4;2;1;162;7;2;0;5;31;34;44;51;11;1;45;0;18;0;0;0;288;3;0;4;14;0;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;19;GORNJA DUBRAVA;DJEÈJI VRTIÆ RADOST;LJUBIJSKA 79A;1.412;831;831;821;10;0;4;4;6;6;4;1;29;2;1;0;2;197;4;1;0;11;34;29;31;60;7;0;30;1;16;0;2;3;322;2;0;2;8;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;20;GRANEŠINA;PROSTORIJE MJESNOG ODBORA;SUNEKOVA 135;1.607;841;841;822;19;0;2;3;5;3;1;1;37;0;2;2;0;285;5;2;0;23;30;31;19;43;9;0;70;0;22;0;0;1;208;0;0;7;9;0;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;21;GRANEŠINSKI NOVAKI;PROSTORIJE MJESNOG ODBORA;NOVAÈKA 200;1.469;877;877;870;7;0;3;3;9;7;10;0;29;0;4;0;5;195;4;1;1;21;24;25;40;52;5;0;58;0;14;0;0;1;340;1;0;9;7;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;22;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1.454;919;919;910;9;1;3;3;7;5;0;0;46;1;6;0;3;155;5;0;1;14;36;35;35;69;10;0;21;0;19;0;0;1;412;3;6;6;3;1;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;23;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1.505;934;931;919;12;0;1;1;11;5;2;1;27;1;1;0;0;233;6;0;0;14;26;43;25;49;16;0;35;0;11;0;1;0;389;2;1;10;6;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;24;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1.656;1.050;1.049;1.033;16;1;2;1;12;3;4;4;35;3;5;0;1;178;4;1;0;11;41;41;21;67;7;0;45;0;26;0;2;2;489;4;4;9;5;2;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;25;KLAKA;OŠ MATE LOVRAKA;ALEJA BLAŽA JURIŠIÆA 13;1.680;723;720;717;3;0;1;4;1;10;2;4;19;1;2;0;0;242;5;0;1;5;16;13;12;16;12;1;155;0;9;0;0;0;185;0;1;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;26;KLAKA;DJEÈJI VRTIÆ PÈELICA;JOSIPA HAMMA 2;1.171;805;768;759;9;0;5;2;11;4;1;4;15;0;4;3;0;133;3;0;0;11;23;32;29;80;13;2;33;1;10;0;4;1;325;1;1;1;4;0;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;27;KLAKA;PROSTORIJE MJESNOG ODBORA;ZDENKA ŠKREBA 3;1.241;741;740;731;9;0;4;4;5;4;2;0;36;1;4;0;3;145;2;0;1;4;21;19;33;44;15;0;40;0;21;0;3;0;311;0;0;4;3;0;2;;;;;;;;;
