Izborna jedinica;Grad / Opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN VUJANIÆ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MARIJAN FERIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  BOJAN KURELIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , LISTA ZA RIJEKU - LISTA-RI  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  NATKO KOVAÈEVIÆ, dr.med.vet.;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NATAŠA SRDOÈ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. BOŽIDAR PANKRETIÆ  ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  JELENA ÆORIÆ MUDROVÈIÆ  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  IGOR GALOVIÆ;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  MILORAD MRVOŠ, prof.   ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing.  ;ZELENA LISTA  , Nositelj liste:  DARKO MRZLEÈKI ;ZELENI ZAJEDNO  , Nositelj liste:  MARIJA PERUŠIÆ, struè.spec.oec.  ;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;51;PREÈKO;DJEÈJI VRTIÆ PREÈKO;MARIJANE RADEV 1;1.050;734;683;677;6;1;1;2;11;0;1;33;0;94;3;0;7;36;16;26;63;5;0;33;7;1;325;0;0;6;4;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;52;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1.567;997;997;982;15;0;2;5;0;5;2;47;2;166;2;1;6;50;27;32;80;20;2;52;32;10;424;1;0;7;5;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;53;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1.170;788;788;770;18;1;1;6;4;3;0;43;2;124;1;0;6;30;22;26;67;7;1;31;22;4;351;4;2;8;2;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;54;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;947;659;656;644;12;0;0;2;4;7;1;32;1;101;2;0;8;28;11;16;46;10;0;22;10;4;329;2;0;4;1;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;55;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;1.266;819;819;805;14;0;3;3;6;2;0;38;1;98;1;0;4;39;20;21;75;7;0;22;23;7;416;1;0;5;6;7;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;56;PREÈKO;OŠ PREÈKO;DEKANIÆI 6;827;510;510;496;14;0;3;3;10;4;1;22;1;85;0;0;8;15;16;12;37;9;0;13;15;9;223;2;0;3;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;57;PREÈKO;ZAJEDNIÈKE PROSTORIJE STANARA;SIBELIUSOVA 3;881;619;617;609;8;0;1;3;0;9;0;29;5;86;4;1;4;12;7;22;55;9;0;16;11;2;327;1;0;1;2;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;58;PREÈKO;OŠ NIKOLE TESLE;MATETIÆ - RONJGOVLJEVA 67;988;639;639;629;10;0;1;1;6;9;2;32;4;66;0;1;8;22;11;19;43;13;0;20;17;7;340;0;0;3;3;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;59;PREÈKO;OŠ NIKOLE TESLE;MATETIÆ - RONJGOVLJEVA 67;944;671;671;663;8;0;0;5;6;4;0;17;2;111;2;0;6;22;22;17;63;11;1;14;14;5;326;1;0;6;4;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;60;PREÈKO;OŠ NIKOLE TESLE;MATETIÆ - RONJGOVLJEVA 67;959;669;669;662;7;0;0;3;4;4;1;37;7;82;2;2;12;25;19;19;49;14;1;18;21;7;318;4;0;3;6;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;61;PREÈKO;DJEÈJI VRTIÆ PREÈKO;JARNOVIÆEVA 23;800;547;547;534;13;0;1;2;5;4;3;27;3;78;0;0;8;22;23;17;46;6;0;16;13;0;248;0;0;4;5;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;62;VRBANI;OŠ VRBANI;LISTOPADSKA 8;1.064;757;757;752;5;1;3;1;1;10;0;34;3;116;0;0;6;43;14;32;48;14;2;37;26;4;349;2;1;2;1;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;63;VRBANI;OŠ VRBANI;LISTOPADSKA 8;1.216;845;845;832;13;0;1;1;2;4;0;51;1;134;1;1;11;54;25;42;47;21;0;17;26;1;379;0;0;7;5;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;64;VRBANI;OŠ VRBANI;LISTOPADSKA 8;1.480;920;919;909;10;0;3;6;3;3;3;56;4;170;0;0;2;37;38;41;76;20;1;28;36;1;371;2;0;4;3;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;65;VRBANI;OŠ VRBANI;LISTOPADSKA 8;1.509;1.101;1.101;1.097;4;0;0;3;0;3;0;55;1;159;1;0;16;69;30;30;68;30;0;12;42;1;567;0;0;2;5;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;66;VRBANI;OŠ VRBANI;LISTOPADSKA 8;935;617;617;597;20;0;0;0;9;10;1;47;2;109;0;0;5;26;21;35;33;13;0;7;11;1;261;0;1;2;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;67;VRBANI;OŠ VRBANI;LISTOPADSKA 8;934;684;684;673;11;0;1;3;1;4;2;37;2;114;0;0;6;37;17;18;55;13;1;11;17;4;317;3;1;4;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;68;VRBANI;OŠ VRBANI;LISTOPADSKA 8;981;688;688;679;9;0;2;2;2;9;0;42;3;131;1;0;9;34;20;21;61;13;0;12;8;4;296;1;0;2;2;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;69;MALEŠNICA;PROSTORIJE MJESNOG ODBORA;IVANE BRLIÆ - MAŽURANIÆ 18;1.525;956;955;945;10;0;2;5;2;4;1;34;8;214;2;0;4;58;20;35;70;17;0;23;24;5;395;2;1;9;3;7;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;70;MALEŠNICA;OŠ MALEŠNICA;ANTE TOPIÆ - MIMARE 36;1.572;1.069;1.046;1.026;20;1;3;1;4;10;1;50;8;212;1;0;11;46;39;41;56;16;3;42;27;7;425;0;0;7;7;8;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;71;MALEŠNICA;OŠ MALEŠNICA;ANTE TOPIÆ - MIMARE 36;1.460;978;968;944;24;1;1;3;5;5;0;48;3;168;1;0;20;40;27;48;101;18;1;37;27;7;365;0;0;7;5;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;72;MALEŠNICA;OŠ MALEŠNICA;ANTE TOPIÆ - MIMARE 36;1.188;713;713;698;15;0;5;2;3;5;2;28;5;164;1;0;7;25;21;25;50;12;1;15;26;3;291;0;0;2;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;73;MALEŠNICA;OŠ MALEŠNICA;ANTE TOPIÆ - MIMARE 36;1.493;955;955;935;20;0;1;2;5;5;2;47;0;153;0;1;17;42;37;38;80;25;0;28;26;3;409;1;0;3;6;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;74;MALEŠNICA;OŠ MALEŠNICA;ANTE TOPIÆ - MIMARE 36;1.156;801;775;761;14;0;2;3;6;6;2;38;1;139;1;1;10;34;15;28;56;20;2;35;24;5;323;1;0;2;5;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;75;STENJEVEC-JUG;PROSTORIJE MJESNOG ODBORA;SAMOBORSKA CESTA 63;1.783;1.080;1.079;1.063;16;0;3;5;5;16;2;54;4;231;1;0;6;52;46;53;66;23;3;49;21;4;396;3;0;9;8;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;76;STENJEVEC-JUG;PROSTORIJE MJESNOG ODBORA;SAMOBORSKA CESTA 63;1.601;1.065;1.065;1.053;12;0;7;4;4;9;0;46;2;232;3;0;10;47;29;61;83;37;1;57;28;4;365;1;0;6;8;9;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;77;STENJEVEC-JUG;PROSTORIJE MJESNOG ODBORA;SAMOBORSKA CESTA 63;1.483;955;955;930;25;1;0;1;4;6;0;42;3;195;2;0;10;35;31;26;74;17;0;25;21;2;408;4;1;5;11;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;78;STENJEVEC-JUG;UTENZILIJA;SAMOBORSKA CESTA 129;1.543;1.013;1.013;995;18;0;4;6;4;9;1;44;7;152;3;2;15;59;26;25;71;21;0;31;24;9;463;2;0;6;7;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;79;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEÈJI TRG 1;1.587;1.211;1.211;1.201;10;1;4;6;0;3;3;40;6;149;1;1;7;58;27;40;116;59;0;43;32;7;573;4;0;9;6;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;80;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEÈJI TRG 1;1.876;1.454;1.454;1.429;25;1;2;9;1;13;4;51;3;195;5;4;13;78;32;43;118;83;1;40;35;9;664;1;0;8;11;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;81;ŠPANSKO-JUG;OŠ ŠPANSKO ORANICE;DJEÈJI TRG 1;1.476;1.018;1.018;1.006;12;1;0;5;7;8;0;38;4;201;0;1;7;51;22;33;84;27;0;42;21;6;422;1;0;3;13;9;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;82;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAÈKOG;ŠPANSKO 1;1.416;946;946;933;13;0;2;0;2;0;0;47;3;172;0;0;12;29;20;33;79;11;1;29;24;5;447;0;0;2;9;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;83;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAÈKOG;ŠPANSKO 1;1.759;1.212;1.212;1.192;20;0;3;8;3;5;1;62;5;195;0;0;10;64;32;36;86;32;0;19;23;5;582;5;0;7;3;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;84;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAÈKOG;ŠPANSKO 1;1.404;917;917;899;18;0;0;4;3;2;0;36;2;170;0;0;7;39;31;46;74;25;0;26;36;6;379;1;0;4;7;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;85;ŠPANSKO-JUG;OŠ TITUŠA BREZOVAÈKOG;ŠPANSKO 1;1.561;1.076;1.076;1.055;21;0;2;3;6;10;0;56;4;259;0;0;16;38;32;33;72;30;1;27;30;1;416;3;0;4;7;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;86;ŠPANSKO-SJEVER;PROSTORIJE MJESNOG ODBORA;TRG IVANA KUKULJEVIÆA 9;1.448;1.024;1.023;1.011;12;1;1;2;4;16;1;44;2;166;3;2;11;42;25;30;85;15;0;22;22;7;490;2;1;6;5;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;87;ŠPANSKO-SJEVER;DJEÈJI VRTIÆ MALEŠNICA-PODRUÈNI OBJEKT;DOBRIŠE CESARIÆA 4;1.542;1.006;1.006;993;13;0;0;2;3;2;2;49;2;192;0;0;10;64;28;42;88;17;1;28;35;3;410;2;1;7;0;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;88;ŠPANSKO-SJEVER;DJEÈJI VRTIÆ MALEŠNICA-PODRUÈNI OBJEKT;DOBRIŠE CESARIÆA 4;1.715;1.155;1.155;1.137;18;0;1;3;8;4;1;41;4;211;1;0;16;47;30;42;106;20;0;50;29;6;501;0;0;5;8;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;89;ŠPANSKO-SJEVER;OŠ ANTE KOVAÈIÆA;KOTARNICA 17;1.517;1.001;1.001;987;14;1;2;2;3;6;1;47;1;186;1;0;12;54;22;41;74;31;1;22;21;5;436;4;0;4;4;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;90;ŠPANSKO-SJEVER;OŠ ANTE KOVAÈIÆA;KOTARNICA 17;1.621;1.092;1.092;1.067;25;1;4;2;6;5;2;63;3;202;1;0;16;59;33;36;80;35;0;31;37;4;430;3;0;6;3;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;91;ŠPANSKO-SJEVER;OŠ ANTE KOVAÈIÆA;KOTARNICA 17;1.402;971;970;956;14;2;4;2;7;4;1;50;3;188;1;0;7;41;24;28;82;22;1;33;16;4;417;0;0;10;4;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;92;GAJNICE;OŠ DRAGUTINA DOMJANIÆA;GAJNICE 31;1.147;780;780;767;13;1;0;3;3;3;0;36;4;94;1;0;12;18;13;34;69;8;0;18;25;2;401;0;1;7;11;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;93;GAJNICE;OŠ DRAGUTINA DOMJANIÆA;GAJNICE 31;1.275;920;891;876;15;2;0;5;9;2;3;27;2;131;1;1;7;45;26;30;87;15;0;29;17;7;403;0;0;7;13;7;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;94;GAJNICE;OŠ DRAGUTINA DOMJANIÆA;GAJNICE 31;972;622;622;609;13;0;0;4;6;2;0;38;1;101;0;0;10;21;18;26;50;4;0;27;16;5;270;1;0;2;4;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;95;GAJNICE;OŠ DRAGUTINA DOMJANIÆA;GAJNICE 31;1.001;659;659;650;9;0;2;0;5;3;1;38;1;110;1;1;9;26;23;19;71;12;0;16;15;8;277;3;1;1;7;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;96;GAJNICE;PROSTORIJE MJESNOG ODBORA;ARGENTINSKA 5;1.078;715;715;708;7;0;1;5;8;5;0;41;3;94;0;0;7;17;16;32;59;5;0;25;19;6;352;1;0;5;5;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;97;GAJNICE;CENTAR ZA KULTURU I OBRAZOVANJE SUSEDGRAD-DVORANA;ARGENTINSKA 5;1.079;745;745;734;11;1;2;3;4;2;0;29;3;122;1;0;11;28;17;15;62;13;0;15;19;7;363;3;0;7;4;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;98;GAJNICE;PODRUÈNI URED SUSEDGRAD;SIGETJE 2;1.426;1.007;996;985;11;1;3;3;8;8;0;47;3;151;1;1;3;30;20;23;91;10;1;33;22;10;502;2;0;8;3;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;99;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;CRNOJEZERSKA 20;1.262;876;876;865;11;0;3;6;6;3;1;42;5;139;1;0;15;41;35;38;71;23;2;17;24;2;375;2;0;11;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;100;STENJEVEC-SJEVER;PROSTORIJE MJESNOG ODBORA;CRNOJEZERSKA 20;1.401;966;966;957;9;2;3;5;3;3;2;50;6;173;0;0;8;36;35;15;84;23;0;33;23;4;435;3;2;4;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;101;STENJEVEC-SJEVER;DJEÈJI VRTIÆ VRAPÈE;KERESTINEÈKIH ŽRTAVA 13;1.728;1.142;1.140;1.125;15;1;3;3;3;5;5;55;2;181;0;0;13;54;33;47;87;30;0;26;16;11;525;3;0;10;7;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;102;STENJEVEC-SJEVER;DJEÈJI VRTIÆ VRAPÈE;KERESTINEÈKIH ŽRTAVA 13;1.498;1.007;1.007;994;13;0;5;4;8;0;0;45;3;174;2;0;11;42;29;32;96;15;0;33;18;18;445;1;0;2;8;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;103;BREZOVICA;PROSTORIJE MJESNOG ODBORA;BREZOVIÈKA CESTA 100;1.561;935;932;905;27;4;0;3;6;4;2;27;6;224;3;0;25;29;26;32;44;16;1;64;18;13;338;2;1;7;7;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;104;BREZOVICA;PROSTORIJE MJESNOG ODBORA;BREZOVIÈKA CESTA 100;1.768;1.038;1.038;1.021;17;0;3;1;5;6;1;49;6;215;0;0;51;42;58;35;80;4;0;54;15;8;373;1;0;4;5;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;105;DEMERJE;PROSTORIJE MJESNOG ODBORA;DEMERSKA 33;607;369;369;357;12;0;0;2;0;4;1;9;0;115;2;0;19;7;31;11;24;3;1;14;3;5;102;1;0;2;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;106;DRAGONOŽEC;PROSTORIJE MJESNOG ODBORA;DONJODRAGONOŠKA CESTA 30;777;509;508;488;20;0;0;1;2;1;0;11;1;95;1;0;42;17;13;13;32;8;0;37;11;4;188;2;0;4;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;107;HAVIDIÆI;PROSTORIJE MJESNOG ODBORA;HAVIDIÆKA CESTA 0;60;42;42;42;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;1;6;0;1;6;1;0;18;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;108;HORVATI;PROSTORIJE MJESNOG ODBORA;HORVAÆANSKI TRG 2;1.235;768;766;742;24;0;1;4;2;1;6;20;4;130;3;2;43;24;26;20;48;4;1;47;5;9;324;1;1;8;5;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;109;KUPINEÈKI KRALJEVEC CENTAR;PROSTORIJE MJESNOG ODBORA;KRALJEVEÈKA CESTA 73;717;413;413;406;7;1;1;2;1;1;0;6;2;100;0;0;28;6;13;19;17;5;0;46;3;2;142;0;0;4;3;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;110;KUPINEÈKI KRALJEVEC I;PODRUÈNA ŠKOLA KUPINEÈKI KRALJEVEC;KRALJEVEÈKI BRIJEGI 90;729;475;475;469;6;0;0;2;3;5;0;11;4;103;1;1;19;8;18;11;19;3;0;26;4;2;216;2;0;3;5;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;111;KUPINEÈKI KRALJEVEC II;VATROGASNI DOM;MATIÈKI 27;267;156;156;153;3;1;1;1;1;1;0;6;0;40;0;0;6;3;3;1;9;2;0;12;1;0;64;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;112;LIPNICA;VATROGASNI DOM LIPNICA;LIPNIÈKA CESTA 36;174;127;127;120;7;0;0;0;0;0;0;2;0;24;0;0;16;6;3;3;16;1;0;16;0;3;27;0;0;1;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;113;ODRANSKI OBREŽ;PROSTORIJE MJESNOG ODBORA;OBREŠKA CESTA 117;1.179;670;670;655;15;2;2;6;5;8;4;20;5;164;0;1;40;10;29;22;35;7;1;48;7;5;219;2;2;7;3;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;114;ODRANSKI STRMEC;PROSTORIJE MJESNOG ODBORA;STRMEÈKA CESTA 57;499;292;292;287;5;0;0;2;3;10;0;5;0;78;0;1;10;6;10;10;16;3;0;34;1;3;89;0;0;3;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;115;TRPUCI;PROSTORIJE MJESNOG ODBORA;TRPUÈANSKA CESTA 28;330;221;221;215;6;0;0;0;1;1;0;5;1;23;0;0;25;7;13;5;17;7;0;18;1;2;88;0;0;1;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;116;TRPUCI;PROSTORIJE MJESNOG ODBORA;BABIÆI 0;79;47;47;47;0;0;0;0;1;0;0;1;0;4;0;0;0;2;1;0;1;1;0;18;0;1;15;0;0;1;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;1;BIRAÈKO MJESTO BR. 1;VATROGASNI DOM DVD BELAJSKE POLJICE;BELAJSKE POLJICE;645;449;444;438;6;1;3;2;1;1;0;16;2;165;0;0;20;27;18;6;19;1;1;5;2;2;142;2;0;0;0;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;2;BIRAÈKO MJESTO BR. 2;PODRUÈNA ŠKOLA BELAJ;BELAJ;493;303;303;296;7;1;1;1;5;2;1;2;1;135;0;0;24;6;12;9;14;0;0;7;3;1;66;0;1;0;1;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;3;BIRAÈKO MJESTO BR. 3;VATROGASNI DOM BARILOVIÆ;BARILOVIÆ;274;184;184;181;3;0;0;1;0;5;2;2;2;68;0;0;21;9;0;1;7;1;0;1;1;0;57;1;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;4;BIRAÈKO MJESTO BR. 4;ŠKOLA U VELEMERIÆU;VELEMERIÆ;249;170;170;169;1;0;0;1;0;0;0;1;0;81;0;0;23;2;5;1;1;0;0;2;0;1;51;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;5;BIRAÈKO MJESTO BR. 5;KUÆA MILAS MIROSLAVA;VELIKI KOZINAC 17;61;27;27;27;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;22;1;0;1;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;6;BIRAÈKO MJESTO BR. 6;KORANSKI BRIJEG - BIVŠA MLJEKARA;KORANSKI BRIJEG;55;32;32;32;0;0;0;1;0;0;0;0;0;12;1;0;1;7;0;0;0;0;0;0;0;0;10;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;7;BIRAÈKO MJESTO BR. 7;ŠKOLA U BARILOVIÆKOM LESKOVCU;BARILOVIÆKI LESKOVAC;199;122;122;122;0;0;0;0;1;0;0;0;1;55;0;0;33;0;1;1;4;0;0;0;1;0;25;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;BARILOVIÆ;8;BIRAÈKO MJESTO BR. 8;KUÆA POKOJNOG MIJO BOŠNJAK;ŠÆULAC BB;133;101;101;99;2;0;0;0;0;0;0;0;0;48;1;0;14;1;12;0;4;3;0;2;0;0;14;0;0;0;0;0;;;;;;;;;;;;;;;;;
