Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  IVAN CVETKOVIÆ, dr.vet.med.;AKCIJA MLADIH - AM  , Nositelj liste:  MARIO ALEMPIJEVIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  EMIL-FRANJO MARKANOVIÆ, dr.med.;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MARIJAN VIDOVIÆ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  DAVOR VLAOVIÆ, dipl.ing. ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  MIRKO DUSPARA ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB  , Nositelj liste:  prof.dr.sc. VLADIMIR ŠIŠLJAGIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  KREŠIMIR LANDEKA ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  JOSIP GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  TOMISLAV POKROVAC;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  VLADO BUŠIÆ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZELENA LISTA  , Nositelj liste:  DARKO STOŠIÆ ;ZELENA STRANKA - ZS  ,   Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRAGALIÆ;2;DRAGALIÆ;OSNOVNA ŠKOLA DRAGALIÆ;TRG.SV. IVANA KRSTITELJA 3;533;327;327;315;12;0;2;1;0;6;1;1;120;2;41;3;7;3;60;5;1;2;0;57;1;1;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRAGALIÆ;3;POLJANE;KUÆA PETRA KUKIÆA;POLJANE 18 B;94;35;35;35;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3;0;0;0;0;30;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRAGALIÆ;4;MEDARI;KUÆA VLADE JAKŠIÆA;MEDARI 84;216;89;89;88;1;0;1;0;0;3;0;1;16;3;2;0;7;3;5;2;0;0;0;44;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRAGALIÆ;5;MAŠIÆ;DRUŠTVENI DOM U MAŠIÆU;MAŠIÆ 78;304;122;122;122;0;0;0;1;0;1;1;0;17;0;11;1;7;7;9;2;0;0;1;63;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRAGALIÆ;6;DONJI BOGIÆEVCI;PRIVATNA KUÆA MIROSLAVA HRONA;DONJI BOGIÆEVCI 83;107;31;31;29;2;0;0;1;0;0;0;1;10;0;2;0;0;0;0;1;0;0;0;14;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRENOVCI;1;DRENOVCI;OPÆINSKA  NARODNA KNJIŽNICA DRENOVCI;BRAÆE RADIÆA 2;1.036;483;483;476;7;2;2;1;1;5;2;2;188;2;29;19;1;23;34;2;1;0;5;149;1;4;2;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRENOVCI;2;DRENOVCI;"OSNOVNA ŠKOLA ""IVAN MEŠTROVIÆ"" DRENOVCI";ISTREV 2;1.158;562;562;554;8;1;0;4;1;7;2;0;216;4;34;23;10;26;47;6;2;2;12;153;0;4;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRENOVCI;3;ÐURIÆI;"OSNOVNA ŠKOLA ""IVAN FILIPOVIÆ"" - PODRUÈNA ŠKOLA ÐURIÆI";M.GUPCA 99;298;169;169;166;3;1;0;1;1;3;0;1;84;0;1;3;0;2;19;0;0;0;0;47;0;1;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRENOVCI;4;POSAVSKI PODGAJCI;O.Š. M.GUPCA POSAVSKI PODGAJCI;M.GUPCA 160;1.208;597;597;588;9;2;1;1;3;8;5;4;205;0;38;10;12;31;142;12;2;0;2;108;1;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRENOVCI;5;RAÈINOVCI;OSNOVNA ŠKOLA RAÈINOVCI;A.STARÈEVIÆA 1;674;391;391;390;1;3;0;1;0;4;2;1;192;1;50;3;2;8;36;0;1;1;4;79;1;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRENOVCI;6;RAJEVO SELO;"PODRUÈNA ŠKOLA O.Š. ""A.S. RADIÆ"" GUNJA";RAJEVO SELO;757;342;342;335;7;1;1;7;1;6;2;3;103;0;18;10;1;10;55;7;0;0;1;104;2;0;1;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GARÈIN;1;GARÈIN;DRUŠTVENI DOM U GARÈINU;GARÈIN;298;185;185;179;6;0;0;1;1;3;1;2;84;0;4;1;3;10;24;6;0;1;0;37;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GARÈIN;2;GARÈIN;DRUŠTVENI DOM U GARÈINU;GARÈIN;556;321;321;319;2;1;1;1;0;2;1;0;105;2;8;6;15;8;60;17;0;6;2;83;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GARÈIN;3;SELNA;DRUŠTVENI DOM U SELNI;SELNA 59;287;187;187;184;3;0;1;0;0;2;1;1;83;4;16;5;3;6;14;0;3;0;0;44;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GARÈIN;4;BICKO SELO;OSNOVNA ŠKOLA U BICKOM SELU;BICKO SELO;457;311;311;306;5;0;1;3;0;6;0;3;132;0;10;4;26;7;40;4;6;0;0;64;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GARÈIN;5;SAPCI;OSNOVNA ŠKOLA U SAPCIMA;SAPCI;460;310;310;307;3;1;0;4;0;4;1;1;84;1;37;5;13;11;67;0;0;0;3;71;0;3;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GARÈIN;6;VRHOVINA;DRUŠTVENI DOM U VRHOVINI;TRG BRAÆE RADIÆA 1;208;146;146;141;5;0;1;2;0;3;2;0;73;0;5;1;3;1;19;0;0;0;0;29;0;0;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GARÈIN;7;KLOKOÈEVIK;DRUŠTVENI DOM U KLOKOÈEVIKU;ULICA BANA JELAÈIÆA 23;487;256;256;248;8;0;2;8;1;2;1;0;100;0;8;14;15;2;33;2;0;0;0;59;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GARÈIN;8;TRNJANI;OSNOVNA ŠKOLA U TRNJANIMA;TRNJANI;774;377;377;375;2;0;1;4;2;6;1;0;146;2;9;4;21;3;27;8;0;2;2;135;0;2;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GARÈIN;9;ZADUBRAVLJE;OSNOVNA ŠKOLA U ZADUBRAVLJU;ZADUBRAVLJU;813;511;511;504;7;1;0;0;0;6;2;6;148;3;30;8;27;4;93;10;6;3;0;154;1;1;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJA VRBA;1;GORNJA VRBA;MJESNI DOM U GORNJOJ VRBI;BRAÆE RADIÆ 1;787;392;392;389;3;0;1;2;2;4;0;3;110;2;1;1;97;1;25;7;7;0;1;122;1;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJA VRBA;2;GORNJA VRBA;"PODRUÈNA ŠKOLA ""V.NAZOR"" U GORNJOJ VRBI";VRBSKIH ŽRTAVA 102;442;237;237;232;5;0;2;1;2;4;0;0;47;1;11;8;63;3;20;1;0;1;1;65;1;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJA VRBA;3;GORNJA VRBA;"PODRUÈNA ŠKOLA ""V.NAZOR"" U GORNJOJ VRBI";VRBSKIH ŽRTAVA 102;503;264;264;262;2;1;2;0;1;0;0;3;69;2;7;7;61;2;21;5;3;0;0;76;0;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJA VRBA;4;DONJA VRBA;"PODRUÈNA ŠKOLA ""I.G.KOVAÈIÆA"" U DONJOJ VRBI";SV.FILIPA I JAKOVA 21;275;163;163;162;1;0;0;1;0;1;0;0;44;0;8;2;19;0;36;3;0;0;0;48;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJA VRBA;5;DONJA VRBA;NOVI MJESNI DOM U DONJOJ VRBI;SV.FILIPA I JAKOVA 139;317;192;192;190;2;0;1;3;1;4;2;2;88;1;0;1;9;1;30;8;3;2;0;34;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJI BOGIÆEVCI;1;GORNJI BOGIÆEVCI;DRUŠTVENI DOM GORNJI BOGIÆEVCI;TRG HRVATSKIH BRANITELJA 1;720;404;404;397;7;1;2;1;1;10;2;2;139;2;32;6;81;3;46;4;2;3;1;56;2;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJI BOGIÆEVCI;2;DUBOVAC;DRUŠTVENI DOM DUBOVAC;DUBOVAC 66;446;172;172;162;10;1;1;1;0;5;0;2;73;1;16;1;11;3;1;2;2;2;0;40;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJI BOGIÆEVCI;3;KOSOVAC;DRUŠTVENI DOM U KOSOVCU;KOSOVAC;221;104;104;102;2;0;1;0;0;2;2;1;49;0;8;2;10;0;4;1;2;0;0;20;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJI BOGIÆEVCI;4;SMRTIÆ;DRUŠTVENI DOM U SMRTIÆU;SMRTIÆ;503;244;244;243;1;0;0;2;2;1;1;1;121;3;4;3;14;6;4;8;2;0;0;70;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GORNJI BOGIÆEVCI;5;TRNAVA;OBITELJSKA KUÆA IVE JAKIÆA;TRNAVA 65;233;98;98;96;2;1;0;0;0;0;0;0;39;0;12;0;4;0;3;0;2;2;0;32;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GRADIŠTE;1;GRADIŠTE;"PZ ""NAPREDAK"" GRADIŠTE";K.TOMISLAVA 40;593;325;323;317;6;2;1;1;2;8;3;2;73;4;4;12;3;28;59;2;1;2;4;103;0;0;1;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GRADIŠTE;2;GRADIŠTE;DVD GRADIŠTE;KRALJA TOMISLAVA 2;703;340;340;337;3;1;0;0;1;2;1;1;95;9;5;2;6;11;76;8;1;1;1;115;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GRADIŠTE;3;GRADIŠTE;OPÆINA GRADIŠTE - KNJIŽNICA;TRG HRV.VELIKANA 5;802;299;299;292;7;0;4;0;6;3;1;1;85;3;4;11;12;33;39;9;0;0;0;81;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GRADIŠTE;4;GRADIŠTE;OPÆINA GRADIŠTE;TRG HRV.VELIKANA 5;625;301;301;293;8;0;1;1;0;3;4;3;70;0;2;11;6;24;52;7;2;2;1;103;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GUNDINCI;1;GUNDINCI;"OŠ ""A.ŠENOE"" - DONJI HOL";STJEPANA RADIÆA 3;452;272;272;263;9;0;0;1;1;3;2;3;72;1;10;2;11;3;38;4;1;1;0;107;0;3;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GUNDINCI;2;GUNDINCI;"OŠ ""A.ŠENOE"" - UÈ. BR. 2";STJEPANA RADIÆA 3;368;203;203;197;6;0;1;2;0;1;0;0;59;3;12;3;15;9;14;3;2;0;0;71;0;0;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GUNDINCI;3;GUNDINCI;"OŠ ""A.ŠENOE"" - UÈ. BR. 3";STJEPANA RADIÆA 3;468;282;282;273;9;1;1;0;1;3;1;1;94;0;11;3;17;14;26;2;2;0;1;92;2;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GUNDINCI;4;GUNDINCI;"OŠ ""A.ŠENOE"" - DONJI HOL";STJEPANA RADIÆA 3;409;230;230;227;3;0;0;0;1;3;2;0;76;0;1;2;14;6;14;1;3;0;2;100;1;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GUNJA;1;GUNJA;DOM U SELU;V.NAZORA 111;900;392;392;384;8;0;2;2;0;3;2;3;153;3;11;20;5;6;64;5;6;2;5;90;0;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GUNJA;2;GUNJA;"OSNOVNA ŠKOLA ""A. I S. RADIÆ"", PODRUÈNA ŠKOLA";V.NAZORA 112;1.056;462;460;454;6;1;2;5;1;10;4;0;171;3;12;16;1;15;52;7;3;1;1;142;1;3;1;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GUNJA;3;GUNJA;CENTAR ZA JAVNE INICIJATIVE GUNJA;VLADIMIRA NAZORA 317 B;798;297;297;295;2;1;3;4;0;3;0;3;91;1;5;9;4;8;10;6;1;2;1;140;2;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;GUNJA;4;GUNJA;"OŠ ""ANTUNA I STJEPANA RADIÆA""";M.KRLEŽE 55;737;281;281;275;6;4;1;3;1;5;0;0;89;5;5;3;1;6;11;1;3;1;1;132;0;1;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;IVANKOVO;1;IVANKOVO;LOVAÈKI DOM - PRIVATNA KUÆA;BOŠNJACI 18;1.437;881;878;858;20;0;2;3;0;22;6;4;341;3;10;39;16;34;135;22;11;6;1;201;1;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;IVANKOVO;2;IVANKOVO;LOVAÈKI DOM - PRIVATNA KUÆA;BOŠNJACI 18;1.320;751;750;736;14;0;7;2;5;17;5;1;347;4;3;12;14;17;88;22;3;6;3;176;1;0;1;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;IVANKOVO;3;IVANKOVO;PRIVATNA KUÆA MARIJE TOMIÆ;BOŠNJACI 158;1.393;814;814;802;12;2;2;0;1;21;2;7;360;4;6;41;12;41;73;18;9;6;4;187;1;1;1;3;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;IVANKOVO;4;IVANKOVO;PRIVATNA KUÆA VINKA BLAŽEVIÆ;GORJANI 226;1.182;705;704;694;10;0;1;1;3;13;1;2;294;6;11;28;15;44;116;14;6;1;1;131;1;1;2;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;IVANKOVO;5;RETKOVCI;MJESNI ODBOR RETKOVCI;BR. RADIÆA 3;1.083;632;632;622;10;0;0;2;0;13;3;1;252;6;2;12;11;11;100;7;0;1;17;182;1;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;IVANKOVO;6;PRKOVCI;"""HRVATSKI DOM""  PRKOVCI";GLAVNA 19;465;272;272;265;7;1;2;1;1;4;2;2;106;3;4;4;5;1;34;1;3;2;9;78;1;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;1;PRIVATNA KUÆA ANTUNOVIÆ ZDENKO;EMINOVCI;VUKOVARSKA 66;276;154;154;154;0;0;2;2;0;2;1;1;52;0;1;0;2;4;25;7;1;0;0;53;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;2;PROSTORIJE NA STADIONU NK EMINOVCI;EMINOVCI;VUKOVARSKA BB;320;205;205;203;2;0;1;1;0;3;1;0;101;0;0;1;4;0;32;4;2;4;0;48;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;3;OSNOVNA ŠKOLA;TREŠTANOVCI;TREŠTANOVCI BB;203;131;131;130;1;0;0;0;0;3;6;0;23;1;3;1;0;5;16;0;0;0;2;68;1;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;4;"PROSTORIJE ""AUTO CENTRA BIONDIÆ""";SVETINJA;SVETINJA 1;60;35;35;35;0;0;0;0;0;1;0;0;9;0;1;0;0;0;11;0;0;0;0;12;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;5;DRUŠTVENI DOM;BERTELOVCI;BERTELOVCI BB;136;91;91;87;4;0;0;0;0;2;0;0;25;0;6;0;1;1;25;0;0;1;0;26;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;6;OSNOVNA ŠKOLA;TEKIÆ;TEKIÆ BB;205;142;142;142;0;0;1;1;0;0;0;0;38;1;8;1;17;10;33;1;3;0;0;27;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;7;PRIVATNA KUÆA ŠOP ŽELJKO;JAKŠIÆ;KOLODVORSKA 213;243;159;159;152;7;2;0;3;0;7;2;0;57;0;2;3;3;4;29;5;0;0;0;31;0;0;2;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;8;"OSNOVNA ŠKOLA ""MLADOST""";JAKŠIÆ;KOLODVORSKA 2;884;539;539;530;9;3;0;5;0;7;5;3;200;2;19;2;23;12;79;11;10;3;1;143;0;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;9;NOVI VATROGASNI DOM;JAKŠIÆ;PAVLA RADIÆA 2A;514;317;317;312;5;0;0;0;1;12;2;2;122;0;4;3;8;7;55;4;7;2;1;81;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;10;DRUŠTVENI DOM;RADNOVAC;RADNOVAC BB;177;126;125;123;2;0;0;0;0;4;2;0;32;1;12;0;17;0;27;3;1;2;0;21;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;11;DRUŠTVENI DOM;RAJSAVAC;RAJSAVAC BB;317;201;201;200;1;0;1;0;0;2;6;3;43;2;17;3;6;4;40;6;1;1;0;64;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;12;OSNOVNA ŠKOLA;CEROVAC;CEROVAC 26;201;144;142;142;0;0;1;0;0;0;6;2;40;0;6;0;0;0;60;1;0;0;0;26;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JAKŠIÆ;13;PRIVATNA KUÆA STANKOVIÆ SLOBODANA;GRANJE;GRANJE 30;78;40;40;39;1;0;3;0;1;1;0;1;11;0;0;0;0;1;4;0;0;0;0;17;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JARMINA;1;JARMINA;DOM TALIJANSKOG PRIJATELJSTVA;V.NAZORA 2;697;409;409;403;6;1;1;2;1;8;4;1;175;1;3;21;12;8;48;9;0;1;0;106;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JARMINA;2;JARMINA;OSNOVNA ŠKOLA JARMINA;J.J.STROSSMAYERA 3;695;396;396;390;6;2;1;2;0;2;2;2;153;1;3;26;15;13;46;8;0;1;1;109;0;1;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;JARMINA;3;JARMINA;OSNOVNA ŠKOLA JARMINA;J.J.STROSSMAYERA 3;694;429;429;420;9;0;1;2;1;4;3;0;193;6;5;20;18;8;59;6;2;1;1;82;1;2;3;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;1;DRUŠTVENO VATROGASNI DOM;KAPTOL;TRG VILIMA KORAJCA 1;597;370;370;363;7;0;2;2;0;6;4;1;102;0;25;4;7;5;68;7;8;0;9;112;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;2;OSNOVNA ŠKOLA VILIMA KORAJCA;KAPTOL;ŠKOLSKA 12;682;384;384;371;13;0;1;0;1;6;1;3;75;3;13;3;6;14;112;7;3;2;2;114;0;1;1;3;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;3;PRIVATNA KUÆA VLADE JELONJIÆA;KOMAROVCI;KOMAROVCI 25;173;98;98;98;0;0;1;1;0;1;0;1;25;0;8;2;0;1;30;0;0;1;1;26;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;4;DRUŠTVENO VATROGASNI DOM;ALILOVCI;ALILOVCI BB;400;227;227;223;4;0;0;1;1;5;2;0;66;0;15;4;2;3;39;5;1;2;0;74;2;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;5;DRUŠTVENI DOM;ÈEŠLJAKOVCI;ÈEŠLJAKOVCI BB;268;157;157;152;5;0;1;1;0;0;2;0;59;1;4;1;0;8;33;3;1;0;1;36;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;6;DRUŠTVENO VATROGASNI DOM;GOLO BRDO;GOLO BRDO BB;265;177;177;175;2;0;2;0;1;1;2;2;76;1;5;1;1;1;30;0;0;0;1;48;0;2;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;7;DRUŠTVENI DOM;RAMANOVCI;RAMANOVCI BB;183;119;119;119;0;0;2;1;0;5;0;0;34;2;12;0;4;2;20;0;0;0;1;34;0;0;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;8;DRUŠTVENI DOM;NOVI BEŠINCI;NOVI BEŠINCI BB;66;41;41;40;1;0;0;2;0;1;0;1;8;0;1;0;0;2;14;0;0;0;0;10;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;9;PRIVATNA KUÆA ZDRAVKA LOVRIÆA;BEŠINCI;BEŠINCI 17;68;46;46;43;3;0;0;2;1;3;0;0;16;0;1;0;0;0;8;0;0;0;0;12;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;10;DRUŠTVENO VATROGASNI DOM;PODGORJE;PODGORJE BB;219;144;144;143;1;1;1;0;0;4;0;1;50;1;4;2;1;1;35;0;0;0;1;40;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KAPTOL;11;DRUŠTVENO VATROGASNI DOM;DOLJANOVCI;DOLJANOVCI BB;214;150;150;149;1;1;0;2;1;2;1;1;55;1;6;0;5;0;36;0;0;0;0;37;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KLAKAR;1;RUŠÈICA;MJESNI DOM RUŠÈICA;I.B. MAŽURANIÆ 3;443;267;267;261;6;1;1;0;0;4;1;0;74;1;16;3;52;7;24;4;0;1;2;67;0;2;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KLAKAR;2;RUŠÈICA;MJESNI DOM RUŠÈICA;I.B.MAŽURANIÆ 3;563;348;348;341;7;1;1;1;2;8;0;4;120;3;18;2;65;5;40;5;0;0;1;64;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KLAKAR;3;GORNJA BEBRINA;MJESNI DOM U GORNJOJ BEBRINI;GORNJA BEBRINA;392;270;270;268;2;0;0;0;0;4;1;0;101;4;11;2;41;8;52;3;2;3;0;36;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KLAKAR;4;DONJA BEBRINA;NOVI DOM U DONJOJ BEBRINI;DONJA BEBRINA;360;237;237;235;2;0;0;0;0;12;1;0;69;0;8;1;73;1;37;5;3;0;0;25;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;KLAKAR;5;KLAKAR;MJESNI DOM U KLAKARU;KLAKAR;238;170;170;165;5;1;0;0;0;2;0;0;67;0;3;11;30;8;15;1;0;0;0;27;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;LOVAS;1;LOVAS;VIJEÆNICA OPÆINE LOVAS;A.STARÈEVIÆA 5;864;593;593;583;10;0;2;4;2;7;1;4;407;4;9;4;10;15;30;4;1;0;2;75;0;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;LOVAS;2;OPATOVAC;PROSTORIJE MJESNOG ODBORA;TRG HRV.BRANITELJA 1;289;214;214;211;3;0;0;1;1;5;1;0;136;1;7;0;1;6;6;2;0;0;1;42;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;MARKUŠICA;1;MARKUŠICA;DOM KULTURE MARKUŠICA;S.POPOVIÆA 2;166;81;79;71;8;0;1;1;0;1;0;1;0;0;0;0;0;0;7;0;0;0;1;59;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;MARKUŠICA;2;MARKUŠICA;BIVŠA ZGRADA EXPORTA-IMPORTA;V.S. KARADŽIÆA 5;91;43;43;41;2;0;1;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;36;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;MARKUŠICA;3;GABOŠ;DOM KULTURE;J.J.ZMAJA 1;103;61;61;60;1;0;0;0;1;0;0;0;2;0;0;0;0;1;2;2;0;0;0;50;2;0;0;0;;;;;;;;;;;;;;;;;
