Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN RUŠEC;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  DARKO KRNIÆ;AKCIJA MLADIH - AM  , Nositelj liste:  ANDREJ BRIŠÈIK ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  EMIL ÈIÆ  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  STEVO GRAHOVAC;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MATO BARUKÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;"HRVATSKA STRANKA PRAVA - HSP , ""HRVATSKA STRAŽA"" NACIONALNA STRANKA - HS NS  , Nositelj liste:  DANIEL SRB   ";HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB  , Nositelj liste:  prof.dr.sc. VLADIMIR ŠIŠLJAGIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  TOMISLAV ŠPERANDA ;JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  MARIJAN ŠKARIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  GORDAN MASNJAK;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  IVAN LONÈAR;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  DALI MOR ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  NIKOLA OPAÈIÆ ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZELENA LISTA  , Nositelj liste:  DANICA JOVIÆ  ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ  ;ZELENI HRVATSKE - ZELENI HR  , Nositelj liste:  ZDRAVKO PEKO;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;3;BREZNICA NAŠIÈKA;MJESNI ODBOR;OSJEÈKA 20;535;308;308;307;1;0;1;1;3;1;8;8;1;3;54;6;7;4;0;130;6;0;0;0;1;1;0;72;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;4;NIZA;"PODRUÈNA ŠKOLA ""IVANE BRLIÆ MAŽURANIÆ""";KOLODVORSKA 52;408;283;283;273;10;0;0;1;3;0;4;11;4;1;74;0;8;2;1;94;4;3;0;0;2;1;0;57;0;0;1;0;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;5;NORMANCI;DRUŠTVENI DOM;ALOJZIJA STEPINCA BB;224;109;109;108;1;0;1;0;0;0;0;1;0;0;53;0;2;5;2;26;2;0;0;0;0;1;0;14;0;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;6;TOPOLINE;PODRUÈNA ŠKOLA TOPOLINE;KOLODVORSKA 20;138;102;102;102;0;0;0;0;0;0;1;0;0;0;24;0;4;2;1;52;0;0;0;0;1;0;0;16;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;7;LUG SUBOTIÈKI;PODRUÈNA ŠKOLA;BRAÆE RADIÆA 35;348;194;194;189;5;1;0;0;0;2;0;0;2;0;64;2;1;5;4;64;1;0;0;0;3;0;0;40;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;8;LEDENIK;"PODRUÈNA ŠKOLA ""IVANE BRLIÆ MAŽURANIÆ""";DORE PEJAÈEVIÆ 1;190;91;91;90;1;2;0;1;1;0;0;1;0;1;41;0;3;1;1;21;1;0;0;0;0;0;1;15;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;9;ANDRIJEVAC;DRUŠTVENI DOM;BRAÆE RADIÆA 2;145;85;85;83;2;0;0;0;2;0;4;2;0;1;21;0;0;1;1;39;1;0;0;0;0;0;2;9;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;10;BRANIMIROVAC;DRUŠTVENI DOM;BANA JELAÈIÆA 3;45;25;25;24;1;1;0;0;1;1;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;15;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LEVANJSKA VAROŠ;1;MAJAR;DRUŠTVENI DOM;MAJAR;138;78;78;73;5;0;0;0;0;0;1;0;2;2;13;1;2;1;0;14;0;0;0;0;0;0;1;33;0;0;2;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LEVANJSKA VAROŠ;2;OVÈARA;OSNOVNA ŠKOLA;OVÈARA;29;10;10;10;0;0;0;0;0;0;1;0;0;0;4;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LEVANJSKA VAROŠ;3;LEVANJSKA VAROŠ;OPÆINSKO POGLAVARSTVO;LEVANJSKA VAROŠ;240;139;139;136;3;0;0;0;0;1;1;2;0;0;30;2;0;1;2;73;0;0;0;0;0;0;0;24;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LEVANJSKA VAROŠ;4;SLOBODNA VLAST;DRUŠTVENI DOM;SLOBODNA VLAST;137;91;91;89;2;0;0;0;0;0;2;0;0;1;30;5;0;1;0;23;0;2;0;0;0;0;0;24;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LEVANJSKA VAROŠ;5;MUSIÆ;OSNOVNA ŠKOLA;MUSIÆ;63;27;27;26;1;0;0;0;0;0;0;0;3;0;8;0;0;0;0;11;1;0;0;0;1;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LEVANJSKA VAROŠ;6;RATKOV DOL;DRUŠTVENI DOM;RATKOV DOL;19;16;16;15;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;1;8;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LEVANJSKA VAROŠ;7;BREZNICA ÐAKOVAÈKA;DRUŠTVENI DOM;BREZNICA ÐAKOVAÈKA;195;147;147;142;5;0;0;1;0;1;0;2;1;4;39;1;4;2;1;29;10;12;0;0;2;0;1;30;1;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LEVANJSKA VAROŠ;8;PAUÈJE;DRUŠTVENI DOM;PAUÈJE;27;15;15;13;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LEVANJSKA VAROŠ;9;MILINAC;DRUŠTVENI DOM;MILINAC;44;19;19;19;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;1;TEREZINO POLJE;OSNOVNA ŠKOLA;TEREZINO POLJE;452;282;282;276;6;0;0;0;0;3;10;0;0;2;87;2;0;6;0;19;5;0;0;0;1;2;4;134;0;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;2;VELIKO POLJE;OSNOVNA ŠKOLA;VELIKO POLJE;168;82;77;74;3;1;0;0;1;0;0;0;0;0;38;0;0;0;2;6;2;0;0;0;0;1;0;22;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;3;VELIKO POLJE;DRUŠTVENI DOM;VELIKO POLJE;192;90;90;84;6;0;0;0;1;0;2;0;1;1;38;3;0;2;0;10;0;0;0;0;0;1;1;24;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;4;GORNJE BAZJE;DRUŠTVENI DOM;GORNJE BAZJE;493;305;305;301;4;1;0;0;1;1;10;1;2;3;132;7;5;5;4;17;5;1;0;0;1;7;2;94;1;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;5;TURANOVAC;PROSTORIJE MJESNOG ODBORA;TURANOVAC;668;452;442;431;11;1;1;2;1;2;19;3;2;0;106;19;3;16;2;30;8;0;0;0;4;4;0;203;2;1;1;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;6;KAPELA DVOR;DRUŠTVENI DOM;KAPELA DVOR;211;169;169;167;2;0;0;1;3;0;25;0;2;1;53;8;4;4;3;8;3;2;0;0;0;2;2;43;1;0;0;2;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;7;LUKAÈ;ZGRADA OPÆINE LUKAÈ;LUKAÈ;423;279;279;272;7;0;3;0;4;1;10;1;1;1;91;12;7;6;0;11;3;7;0;0;1;0;2;109;0;1;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;8;BUDROVAC LUKAÈKI;DRUŠTVENI DOM;BUDROVAC LUKAÈKI;157;108;108;105;3;0;1;0;0;1;2;1;0;1;45;5;1;0;1;14;1;0;0;0;0;0;0;30;0;1;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;9;DUGO SELO LUKAÈKO;DRUŠTVENI DOM;DUGO SELO LUKAÈKO;567;304;304;297;7;2;1;1;6;0;11;4;0;3;128;10;1;15;4;15;9;2;0;0;0;6;0;79;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;LUKAÈ;10;BREZIK;PROSTORIJE MJESNOG ODBORA NA DJEÈJEM IGRALIŠTU;BREZIK;198;136;136;136;0;0;0;1;3;2;8;0;1;0;51;2;4;2;0;7;2;0;0;0;1;0;0;51;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MAGADENOVAC;1;MAGADENOVAC;OPÆINA MAGADENOVAC;ŠKOLSKA 1;90;71;71;71;0;0;0;0;3;0;0;3;0;2;11;3;0;2;1;11;0;0;0;0;0;3;1;31;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MAGADENOVAC;2;BENIÈANCI;MJESNI DOM;IVE LOLE RIBARA 41;429;266;266;258;8;0;0;2;5;1;5;3;0;2;76;13;5;6;2;74;6;2;0;0;2;4;0;48;2;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MAGADENOVAC;3;KUÆANCI;MJESNI DOM;KRALJA ZVONIMIRA 88;318;199;199;195;4;1;0;0;2;0;4;4;1;3;30;37;1;4;4;45;2;0;0;0;1;5;0;51;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MAGADENOVAC;4;MALINOVAC;MJESNI DOM;BRAÆE RADIÆA 13;80;63;63;62;1;0;0;0;0;0;2;0;0;0;19;9;0;0;1;18;0;0;0;0;0;0;0;13;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MAGADENOVAC;5;LACIÆI;MJESNI DOM;ANDRIJE KAÈIÆA 73;300;230;230;226;4;1;0;0;3;0;5;2;0;4;26;19;2;5;2;82;1;0;0;0;2;6;0;66;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MAGADENOVAC;6;ŠLJIVOŠEVCI;MJESNI DOM;VLADIMIRA NAZORA 49;314;203;203;200;3;0;0;2;1;1;5;4;1;1;29;8;0;7;1;60;1;1;1;0;0;6;0;68;2;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MARIJANCI;1;ÈRNKOVCI;"OSNOVNA ŠKOLA ""HRVATSKI SOKOL"", PODRUÈNA ŠKOLA";KARDINALA ALOJZIJA STEPINCA 51;728;408;408;404;4;0;0;0;2;0;5;9;0;4;89;5;4;8;1;154;8;1;0;0;3;4;0;105;1;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MARIJANCI;2;BOÈKINCI;MJESNI DOM;MATIJE GUPCA 25;155;114;114;112;2;0;0;1;0;1;3;4;1;0;31;0;1;23;0;17;0;0;0;0;1;2;0;27;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MARIJANCI;3;ÈAMAGAJEVCI;HRVATSKI DOM;GLAVNA 101;229;108;106;106;0;0;0;0;0;2;2;0;0;2;24;1;2;2;0;54;0;0;0;0;0;3;0;14;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MARIJANCI;4;MARIJANCI;MJESNI DOM;TRG SV. PETRA I PAVLA 4;761;452;452;441;11;0;0;1;4;2;4;4;2;2;124;24;1;29;3;153;11;1;0;0;2;14;1;56;3;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MARIJANCI;5;KUNIŠINCI;VATROGASNI DOM;KRALJA ZVONIMIRA 61;291;169;169;166;3;2;0;1;2;1;4;4;0;2;40;3;0;6;1;73;1;0;0;0;0;3;1;18;1;1;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MARIJANCI;6;BREZOVICA;MJESNI DOM;BANA JELAÈIÆA 23;28;25;25;25;0;0;0;0;1;0;0;0;0;0;13;3;1;0;0;2;2;0;0;0;0;0;0;2;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MIKLEUŠ;1;MIKLEUŠ;VIJEÆNICA OPÆINSKOG VIJEÆA OPÆINE MIKLEUŠ;NIKOLE ŠUBIÆA ZRINSKOG 93;836;467;467;462;5;0;0;0;2;0;31;0;5;1;226;10;4;6;2;48;7;0;0;0;2;4;2;108;1;0;1;2;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MIKLEUŠ;2;BORIK;ZGRADA BIVŠE OSNOVNE ŠKOLE;GLAVNA BB;373;185;185;183;2;0;1;1;1;1;4;0;2;2;66;12;14;3;2;11;5;1;0;0;1;0;1;54;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;MIKLEUŠ;3;ÈETEKOVAC;OSNOVNA ŠKOLA ÈETEKOVAC;GLAVNA BB;351;190;190;187;3;0;0;0;1;0;10;0;0;2;97;3;5;1;1;41;1;1;0;1;0;1;0;21;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;NOVA BUKOVICA;1;NOVA BUKOVICA;DOM KULTURE NOVA BUKOVICA;TRG FRANJE TUÐMANA 1;369;220;220;215;5;0;0;0;2;0;12;1;0;0;90;7;0;5;4;22;0;0;0;0;3;0;0;68;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;NOVA BUKOVICA;2;NOVA BUKOVICA;VATROGASNI DOM NOVA BUKOVICA;ZAGREBAÈKA BB;419;259;259;255;4;0;0;1;0;1;4;0;0;2;82;11;1;7;1;18;6;0;0;0;0;0;1;120;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;NOVA BUKOVICA;3;BREZIK;"PROSTORIJE ""BREZIK"" D.O.O.";BREZIK 4;151;92;92;92;0;0;0;0;0;1;5;0;1;0;44;1;0;7;0;11;0;0;0;0;0;0;0;22;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;NOVA BUKOVICA;4;MILJEVCI;PODRUÈNA ŠKOLA MILJEVCI;KRALJA TOMISLAVA 6;293;203;203;201;2;0;0;3;1;4;7;0;1;0;77;2;0;13;1;30;1;0;0;0;1;3;0;56;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;NOVA BUKOVICA;5;GORNJE VILJEVO;SEOSKI DOM;GORNJE VILJEVO;35;24;24;24;0;1;0;0;1;0;2;0;0;0;9;3;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;NOVA BUKOVICA;6;DOBROVIÆ;SEOSKI DOM;DOBROVIÆ;140;86;86;83;3;0;1;0;0;0;2;0;0;1;29;2;0;4;0;2;2;0;0;0;0;2;1;37;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;NOVA BUKOVICA;7;BUKOVAÈKI ANTUNOVAC;SEOSKI DOM;BUKOVAÈKI ANTUNOVAC;246;79;79;79;0;0;0;0;2;0;2;0;0;0;35;1;0;2;0;8;0;1;0;1;0;2;0;24;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;NOVA BUKOVICA;8;DONJA BUKOVICA;SEOSKI DOM;DONJA BUKOVICA;67;38;38;38;0;0;0;0;2;0;1;0;0;0;8;1;0;0;0;1;0;0;0;0;0;1;0;24;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETLOVAC;1;PETLOVAC;OSNOVNA ŠKOLA;RADE KONÈARA 29;733;475;475;467;8;2;3;0;1;0;7;1;3;3;116;4;5;8;1;127;14;3;0;0;0;4;1;158;1;0;3;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETLOVAC;2;BARANJSKO PETROVO SELO;OSNOVNA ŠKOLA;GLAVNA BB;475;346;346;336;10;1;3;1;1;1;4;2;1;1;154;3;1;6;3;89;7;0;0;0;2;2;0;53;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETLOVAC;3;LUÈ;OSNOVNA ŠKOLA;ŠKOLSKA 1;458;269;269;264;5;3;0;2;4;3;6;1;1;4;56;20;5;6;2;93;8;0;0;0;2;1;4;43;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETLOVAC;4;NOVI BEZDAN;DOM KULTURE;SREDNJA 8;68;46;46;44;2;0;1;0;0;0;0;2;0;3;8;0;0;0;0;9;0;0;0;0;0;1;0;20;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETLOVAC;5;TORJANCI;OSNOVNA ŠKOLA;GRANIÈARSKA 2;167;110;110;108;2;0;2;0;0;1;0;2;0;0;46;1;0;0;2;34;0;0;0;0;0;3;1;16;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETLOVAC;6;NOVO NEVESINJE;MJESNI URED;ALEKSE ŠANTIÆA 15;13;13;13;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETRIJEVCI;1;PETRIJEVCI;ZGRADA OPÆINE;REPUBLIKE 114;675;420;420;414;6;1;0;2;8;0;18;3;0;1;103;5;6;40;5;64;5;5;0;0;1;6;1;135;0;0;0;0;5;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETRIJEVCI;2;PETRIJEVCI;VATROGASNI DOM;REPUBLIKE 120;802;507;507;504;3;0;0;1;3;2;8;0;1;2;119;13;5;49;6;92;16;1;0;0;6;5;1;170;0;1;2;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETRIJEVCI;3;PETRIJEVCI;LOVAÈKI DOM;KOLODVORSKA 1;623;354;354;346;8;0;0;0;0;0;4;7;3;0;95;5;2;18;11;64;14;1;0;0;5;4;1;111;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PETRIJEVCI;4;SATNICA;ZGRADA DOMA;TRG SV.KATARINE 1;439;313;313;313;0;0;0;1;3;1;3;9;0;3;68;1;2;11;0;129;2;1;0;0;1;1;0;76;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;1;KLADARE;DRUŠTVENI DOM;KLADARE 78;394;276;276;267;9;0;0;0;3;0;9;0;0;0;72;29;3;1;2;0;4;2;1;0;0;3;1;135;1;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;2;DINJEVAC;DRUŠTVENI DOM;DINJEVAC BB;365;257;257;251;6;0;0;1;3;1;2;1;0;3;142;16;2;5;5;3;8;0;0;0;0;0;1;54;1;0;1;2;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;3;GRABROVNICA;DRUŠTVENI DOM;GRABROVNICA BB;345;234;234;230;4;0;0;0;2;0;4;1;1;0;77;29;2;2;2;5;6;2;0;0;3;2;4;88;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;4;STAROGRADAÈKI MAROF;DRUŠTVENI DOM;STAROGRADAÈKI MAROF BB;219;153;153;150;3;0;0;0;1;0;2;0;0;3;50;11;3;3;0;5;0;0;0;0;2;3;1;64;2;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;5;STARI GRADAC;OSNOVNA ŠKOLA;VLADIMIRA NAZORA 2;594;414;414;410;4;2;1;2;4;2;9;1;1;1;118;30;12;7;4;19;10;0;0;0;1;3;0;180;1;2;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;6;TURNAŠICA;DRUŠTVENI DOM;TURNAŠICA;282;232;232;231;1;0;0;1;0;2;0;0;0;0;71;22;4;7;0;0;3;1;0;0;0;2;0;118;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;7;SEDLARICA;DRUŠTVENI DOM;SEDLARICA 64;284;221;220;216;4;2;0;1;4;2;0;0;1;2;77;22;4;1;0;5;0;0;0;0;0;5;0;89;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;8;VELIKA ÈREŠNJEVICA;DRUŠTVENI DOM;VELIKA ÈREŠNJEVICA BB;395;263;263;258;5;0;0;1;1;0;14;0;0;1;101;18;5;1;1;6;4;0;0;1;0;0;0;103;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;9;MALA ÈREŠNJEVICA;DRUŠTVENI DOM;MALA ÈREŠNJEVICA BB;171;120;120;118;2;1;0;1;2;0;1;1;1;0;53;13;0;2;0;0;0;0;1;0;0;1;0;40;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;10;OTROVANEC;DRUŠTVENI DOM;OTROVANEC 92;513;377;377;368;9;0;0;2;4;0;2;9;2;2;90;43;4;5;6;14;6;0;0;0;4;2;2;169;0;1;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;11;PITOMAÈA;ZGRADA KOMUNALNOG;VINOGRADSKA 41;500;377;377;368;9;0;1;0;5;1;10;13;2;1;79;9;8;4;0;6;12;6;0;0;3;4;1;201;1;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;12;PITOMAÈA;OPÆINA PITOMAÈA;LJUDEVITA GAJA 26/I;901;597;597;588;9;1;1;6;1;1;20;3;3;4;150;33;28;4;6;10;23;2;0;0;5;0;2;277;1;1;2;0;4;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;13;PITOMAÈA;ZGRADA UDRUŽENJA OBRTNIKA OPÆINE PITOMAÈA;PETRA PRERADOVIÆA 5;299;186;186;184;2;0;0;0;1;0;7;5;0;0;58;3;9;3;1;2;6;0;0;0;1;0;1;86;0;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;14;PITOMAÈA;PRIVATNA KUÆA I. MAGDIÆA;BRAÆE RADIÆA 107;642;185;185;182;3;0;2;0;1;1;7;1;1;2;73;6;3;0;1;1;7;1;1;0;1;2;0;68;0;0;1;0;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;15;PITOMAÈA;PRIVATNA KUÆA F. ÐAKIÆA;VLADIMIRA NAZORA 96;434;193;193;190;3;0;1;0;2;1;3;2;0;4;63;3;4;3;0;17;2;0;0;0;1;1;0;81;2;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;16;PITOMAÈA;SREDNJA ŠKOLA PITOMAÈA;TRG KRALJA TOMISLAVA 6;540;387;387;385;2;1;1;0;1;1;8;9;3;3;131;9;7;4;5;3;21;1;0;1;4;5;0;162;3;1;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;17;PITOMAÈA;DRUŠTVENI DOM-GREDA;PAVLEKA MIŠKINE BB;568;406;406;404;2;0;0;2;5;3;9;10;3;0;131;16;14;4;1;21;18;6;2;0;1;2;1;151;0;3;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;18;KRIŽNICA;OSNOVNA ŠKOLA;KRIŽNICA BB;112;84;84;83;1;0;0;0;0;0;2;2;0;0;7;5;0;3;0;4;4;0;0;0;0;0;0;55;0;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PITOMAÈA;19;PITOMAÈA;PRIVATNA KUÆA L. MILANOVIÆA;DRAVSKA 104;812;518;518;512;6;0;3;1;7;4;17;6;1;3;88;26;16;16;5;13;25;1;0;0;6;7;2;259;1;1;1;0;3;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;1;PODGORAÈ;OSNOVNA ŠKOLA HINKA JUHNA;PODGORAÈ;306;147;147;143;4;1;0;0;1;2;5;3;0;0;20;1;8;0;0;39;1;0;0;0;3;4;1;54;0;0;0;0;0;;;;;;;;;;;;;;;;;
