Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MIRKO MAKAUS ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  GORAN OŽANIÆ;AKCIJA MLADIH - AM , LISTA ZA RIJEKU - LISTA-RI , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  DANKO ŠVORINIÆ ;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  ANDRIJA ŠKRIBULJA  ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ  ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  ,  Nositelj liste:  NATAŠA SRDOÈ  ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  IVO ZRILIÆ ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  dr.sc. IVAN KIRIN;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  DAVOR JURICA ;ISTARSKA SOCIJALDEMOKRATSKA NEZAVISNA STRANKA - ISDNS  , Nositelj liste:  IVAN JANKO  ;LADONJA  , Nositelj liste:  PLINIO CUCCURIN  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  ZDRAVKO BERIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;PRIMORSKO GORANSKI SAVEZ - PGS , BLOK UMIROVLJENICI ZAJEDNO - BUZ , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  IVAN PERNAR   ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  IVAN PLJEŠA;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad.;VOLIM HRVATSKU - VH  , Nositelj liste:  prof.dr.sc. ZVONKO ÈAPKO ;ZELENA LISTA  , Nositelj liste:  DARKO ANTOŠ  ;ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI  , Nositelj liste:  mr.sc. JOSIP-ANTON RUPNIK;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;OPRTALJ - PORTOLE;2;LIVADE;ZGRADA MUZEJA PARENZANE;LIVADE 4/C;349;256;256;252;4;1;1;2;0;1;3;9;4;6;3;0;2;10;2;6;18;0;1;3;0;177;0;0;0;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;PIÆAN;1;PIÆAN;ZGRADA OPÆINE PIÆAN;PIÆAN  40;260;192;192;191;1;0;0;9;0;0;0;7;3;5;5;1;2;17;3;1;24;0;12;4;0;93;1;0;0;0;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;PIÆAN;2;KUKURINI;"ZGRADA LOVAÈKOG DOMA  LD ""KAMENJARKA""";KUKURINI BB;423;279;279;275;4;0;2;7;3;0;3;12;1;2;3;0;0;16;1;7;24;0;6;0;2;174;0;2;1;1;8;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;PIÆAN;3;ŠVIÆI;ZGRADA NA NOGOMETNOM IGRALIŠTU;ŠVIÆI BB;150;104;104;99;5;0;0;2;0;0;0;10;0;2;1;1;0;2;1;1;8;1;2;0;2;64;1;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;PIÆAN;4;SVETA KATARINA;"ZGRADA PODRUÈNE ŠKOLE O.Š.""V.NAZORA"" POTPIÆAN";SVETA KATARINA BB;500;311;311;299;12;2;3;5;1;0;1;23;2;3;2;2;0;8;7;7;21;0;0;5;2;192;0;1;1;3;8;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;PIÆAN;5;TUPLJAK;"ZGRADA PODRUÈNE ŠKOLE O.Š. ""V.NAZOR"" POTPIÆAN";TUPLJAK BB;296;126;126;122;4;0;1;3;2;0;3;4;1;3;2;3;1;6;2;1;12;0;3;2;2;60;2;1;2;0;6;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;PUNAT;1;PUNAT-STARA BAŠKA;"PROSTORIJE ""OSNOVNE ŠKOLE""";STARA BAŠKA 41;171;72;72;69;3;0;1;3;0;0;3;22;2;2;0;4;0;2;0;0;1;0;0;11;1;15;0;0;0;1;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;PUNAT;2;PUNAT;"PROST.OŠ ""FRAN KRSTO FRANKOPAN""";PUNAT, POD TOPOLI 18;883;539;539;536;3;0;5;6;2;1;3;53;8;8;10;2;4;23;3;0;1;0;12;129;1;256;3;1;2;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;PUNAT;3;PUNAT;"PROST.OŠ ""FRAN KRSTO FRANKOPAN""";PUNAT, POD TOPOLI 18;1.017;587;587;573;14;1;3;13;6;2;2;78;3;8;9;7;15;35;2;1;3;0;15;102;3;251;6;0;1;1;6;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;RAŠA;1;DRENJE;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;DRENJE;268;99;99;98;1;0;1;3;0;0;1;6;0;0;0;0;2;11;0;0;4;1;1;1;0;64;0;0;0;0;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;RAŠA;2;KOROMAÈNO;PROSTORIJE UMIROVLJENIKA U DOMU KULTURE;KOROMAÈNO;452;250;250;249;1;0;1;1;0;0;0;9;0;5;0;0;0;20;0;0;12;0;6;8;1;179;1;0;2;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;RAŠA;3;SVETI LOVREÈ LABINSKI;PROSTORIJE BIVŠE TRGOVINE;SVETI LOVREÈ LABINSKI;106;52;52;50;2;0;0;3;0;0;0;9;0;0;0;0;0;3;0;4;7;0;0;0;0;23;0;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;RAŠA;4;TRGET;PROSTORIJE MJESNOG ODBORA;TRGET;339;187;187;182;5;1;0;4;2;0;1;10;0;2;0;1;1;10;0;1;7;0;2;6;1;129;0;0;0;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;RAŠA;5;RAŠA;"PROSTORIJE OŠ ""I.BATELIÆ""";RAŠA;865;519;519;513;6;2;1;10;2;2;2;30;2;3;2;1;4;18;2;3;23;0;6;7;0;384;5;1;0;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;RAŠA;6;RAŠA;PROSTORIJE OSNOVNE ŠKOLE I. BATELIÆ;RAŠA;516;309;309;297;12;0;0;5;0;0;1;20;1;3;3;1;0;14;1;3;7;0;4;5;2;225;0;0;0;2;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;RAŠA;7;KUNJ;MONTAŽNI OBJEKT KUNJ;KUNJ;77;57;57;57;0;0;0;2;1;0;0;2;1;0;0;0;0;1;0;2;1;0;0;1;0;43;0;0;0;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;RAŠA;8;TOPID;PRIVATNA KUÆA VIKTORA MARTINAZZOLIA;TOPID 44;415;282;282;281;1;0;1;2;1;0;1;10;1;1;1;1;1;11;1;0;13;0;1;5;0;222;3;0;0;4;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETA NEDELJA;1;NEDEŠÆINA;"PROSTORIJE OŠ ""V.ŠIROLA PAJO""";NEDEŠÆINA;613;409;409;405;4;0;0;0;0;0;1;26;2;2;3;3;0;19;3;3;19;0;3;5;1;311;1;0;0;0;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETA NEDELJA;2;NEDEŠÆINA;"PROSTORIJE OŠ ""VITOMIR ŠIROLA PAJO""";NEDEŠÆINA;401;236;236;232;4;0;0;1;0;0;1;7;2;0;0;0;1;12;0;4;15;0;3;2;0;178;2;0;0;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETA NEDELJA;3;SVETI MARTIN;"PROSTORIJE OŠ ""V.ŠIROLA PAJO"" NEDEŠÆINA, PODRUÈNA ŠKOLA SV. MARTIN";SVETI MARTIN;525;340;340;337;3;0;0;0;2;0;2;9;1;0;2;1;0;17;0;13;18;0;3;8;2;256;3;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETA NEDELJA;4;SNAŠIÆI;DOM KULTURE SNAŠIÆI - BOÆARSKI KLUB;SNAŠIÆI;416;262;262;260;2;2;0;1;0;0;0;8;0;0;3;0;0;14;0;3;10;0;1;9;0;206;2;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETA NEDELJA;5;ŠTRMAC;PROSTORIJE OPÆINE SVETA NEDELJA, PROSTORIJE BOÆARSKOG KLUBA ŠTRMAC;ŠTRMAC BB;401;269;269;262;7;1;0;2;0;0;0;9;0;0;4;2;3;12;0;4;12;0;1;9;0;195;2;1;0;1;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETA NEDELJA;6;ŠUMBER;DOM KULTURE;BALARINI , ŠUMBER;384;249;249;245;4;1;1;9;2;1;1;13;0;1;1;0;1;11;0;0;16;0;2;3;1;174;3;0;0;1;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETI LOVREÈ;1;SVETI LOVREÈ;ZGRADA PLESNE SALE;ISTARSKA 5, SV. LOVREÈ;715;509;509;500;9;0;1;1;1;0;4;34;3;6;0;4;3;19;2;13;36;0;4;7;1;354;1;0;0;2;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETI LOVREÈ;2;SELINA;"BOÆARSKI KLUB ""SELINA""";SELINA;161;114;114;111;3;1;0;0;1;0;1;1;0;0;1;0;0;3;0;5;11;0;0;1;1;83;2;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETI PETAR U ŠUMI;1;SVETI PETAR U ŠUMI;ZGRADA OSNOVNE ŠKOLE;SVETI PETAR U ŠUMI 10;890;586;585;558;27;1;2;7;2;0;3;79;10;7;6;6;16;22;13;7;62;1;31;14;1;246;0;2;2;9;9;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETVINÈENAT;1;SVETVINÈENAT;DRUŠTVENI DOM SVETVINÈENAT;SVETVINÈENAT;496;329;328;323;5;0;2;1;1;0;3;17;2;3;3;1;1;15;2;7;30;0;10;5;1;214;1;1;0;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETVINÈENAT;2;BOKORDIÆI;ZGRADA STARE ŠKOLE;BOKORDIÆI;70;56;56;54;2;0;0;0;0;0;0;6;0;0;2;0;0;1;0;0;7;0;1;3;0;32;1;1;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETVINÈENAT;3;REŽANCI;ZGRADA STARE ŠKOLE;REŽANCI;225;171;171;162;9;0;0;2;0;0;3;40;0;2;0;2;2;6;4;0;27;0;2;2;2;65;0;0;0;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETVINÈENAT;4;ŠTOKOVCI;ZGRADA STARE ŠKOLE;ŠTOKOVCI;119;93;93;87;6;0;0;0;0;0;2;5;0;0;5;1;3;2;0;0;9;0;0;0;1;56;0;0;1;1;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETVINÈENAT;5;BIBIÆI;ZGRADA DRUŠTVENOG DOMA;BIBIÆI;112;92;92;84;8;0;0;1;0;0;0;3;0;1;1;0;0;3;2;2;8;0;1;1;0;61;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETVINÈENAT;6;SMOLJANCI;ZGRADA STARE ŠKOLE;SMOLJANCI;265;199;199;196;3;1;0;6;1;0;1;10;0;2;1;2;0;2;1;6;17;1;2;7;1;130;1;0;1;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETVINÈENAT;7;ÈABRUNIÆI;DRUŠTVENA PROSTORIJA;ÈABRUNIÆI;121;75;75;73;2;0;0;0;0;0;0;10;1;1;1;2;0;1;5;1;9;0;1;3;0;37;0;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;SVETVINÈENAT;8;JURŠIÆI;DRUŠTVENI DOM;JURŠIÆI 1;510;319;319;309;10;0;0;5;0;1;2;14;0;1;1;0;0;10;0;5;27;0;9;7;1;222;0;0;0;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;TAR-VABRIGA - TORRE-ABREGA;1;TAR;PROSTORIJA OPÆINSKE VIJEÆNICE;ISTARSKA 8, TAR;1.038;648;648;638;10;1;5;11;3;0;2;68;3;4;6;6;8;30;3;14;34;0;2;13;4;407;3;1;2;5;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;TAR-VABRIGA - TORRE-ABREGA;2;VABRIGA;ZGRADA OSNOVNE ŠKOLE;SV. ANTONA 16;409;274;274;263;11;0;3;3;1;1;2;22;2;2;3;0;0;10;0;6;17;1;6;7;0;172;0;1;0;1;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;TAR-VABRIGA - TORRE-ABREGA;3;ROŠINI;OPÆINSKA ZGRADA;ROŠINI 3;263;134;134;132;2;1;0;4;0;0;1;11;0;1;3;1;0;6;2;5;13;0;1;0;0;79;1;1;1;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;TINJAN;1;TINJAN;ZGRADA OPÆINE;TINJAN 2;708;489;488;483;5;3;1;4;0;0;0;28;0;3;5;3;6;15;0;6;165;1;13;7;1;217;3;0;1;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;TINJAN;2;KRINGA;ZGRADA STARE ŠKOLE;KRINGA;460;289;289;282;7;1;0;2;0;0;0;27;0;1;3;1;2;4;2;7;47;0;7;5;1;169;1;1;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;TINJAN;3;MUNTRILJ;DRUŠTVENI DOM MUNTRILJ;MUNTRILJ BB;261;148;148;142;6;0;0;1;0;0;0;8;0;1;1;0;0;1;0;5;32;0;0;0;0;92;0;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VIŠNJAN - VISIGNANO;1;VIŠNJAN;KINO SALA;TRG SLOBODE;841;533;533;522;11;0;1;3;1;0;1;21;0;3;2;5;1;25;0;9;83;2;4;6;1;340;6;1;1;4;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VIŠNJAN - VISIGNANO;2;CVITANI;ZGRADA BIVŠE ŠKOLE;CVITANI;208;125;125;122;3;1;0;1;0;0;0;5;1;0;1;0;1;1;0;2;18;0;4;0;0;86;0;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VIŠNJAN - VISIGNANO;3;RAPAVEL;ZGRADA BIVŠE ŠKOLE;RAPAVEL;191;138;138;130;8;0;0;0;0;0;1;3;1;4;1;1;3;2;0;3;10;0;7;3;1;87;0;0;0;3;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VIŠNJAN - VISIGNANO;4;MARKOVAC - SAN MARCO;DRUŠTVENE PROSTORIJE;MARKOVAC - SAN MARCO;220;146;146;141;5;0;0;2;2;0;1;5;0;3;1;1;0;6;1;3;31;1;4;2;0;75;1;0;0;1;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VIŠNJAN - VISIGNANO;5;VRANIÆI KOD VIŠNJAMA;ZGRADA BIVŠE ŠKOLE U VRANIÆIMA;VRANIÆI;261;160;160;155;5;0;0;2;0;1;1;6;1;0;1;0;3;7;0;3;20;1;1;2;0;103;0;0;2;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VIŠNJAN - VISIGNANO;6;BAÈVA;UREDSKI KONTEJNER;NA TRGU ISPRED ŽUPNE CRKVE U BAÈVI;195;117;117;115;2;0;1;2;1;1;0;3;0;3;1;1;0;7;0;8;13;1;2;3;0;66;1;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VIŽINADA - VISINADA;1;VIŽINADA;VIJEÆNICA OPÆINE VIŽINADA;VIŽINADA 18A;776;526;526;521;5;0;0;1;2;2;2;33;0;3;2;5;0;16;2;6;18;0;3;11;2;409;0;0;1;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VIŽINADA - VISINADA;2;BRIG;ŽUPNI STAN;BRIG;161;106;106;104;2;0;0;0;0;1;4;12;1;1;0;1;2;4;0;1;7;0;2;3;0;62;0;0;2;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VRBNIK;1;VRBNIK;ZGRADA OPÆINE PRIZEMLJE;VRBNIK, TRG ŠKUJICA 7;912;599;599;584;15;0;2;8;2;4;3;128;0;8;3;25;11;39;11;1;5;0;24;95;2;206;3;0;0;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VRBNIK;2;RISIKA;ZGRADA STARE ŠKOLE;VRBNIK, RISIKA BB;209;104;104;103;1;0;0;2;1;0;0;5;0;3;1;1;4;8;3;0;0;0;4;17;1;52;0;0;1;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VRBNIK;3;GARICA;ZGRADA STARE ŠKOLE;VRBNIK, GARICA BB;179;101;101;100;1;0;0;3;1;0;0;9;0;3;2;2;0;2;1;0;0;0;1;22;1;51;1;0;1;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VRSAR - ORSERA;1;VRSAR;ZGRADA OPÆINE VRSAR;TRG DEGRASSI 1, VRSAR;1.734;952;952;939;13;0;3;5;3;1;2;108;6;7;4;11;5;37;2;18;57;0;10;17;6;623;2;2;0;2;8;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VRSAR - ORSERA;2;GRADINA;ZGRADA DRUŠTVENOG DOMA;GRADINA;340;191;191;183;8;0;1;0;2;0;1;15;1;0;0;2;1;18;0;7;17;0;3;2;0;111;1;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ŽMINJ;1;ŽMINJ;ZGRADA OPÆINE ŽMINJ;PAZINSKA CESTA BB, ŽMINJ;875;565;565;545;20;1;2;6;1;2;0;40;1;4;14;3;4;21;4;6;69;0;23;8;0;327;1;1;0;7;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ŽMINJ;2;CERE;ZGRADA DOMA KULTURE CERE;CERE;589;379;379;369;10;1;3;4;1;1;3;8;4;4;3;2;0;16;7;3;29;0;3;4;2;263;2;0;0;4;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ŽMINJ;3;ŽMINJ;KINO SALA;ŽMINJ;742;425;425;414;11;1;2;9;0;1;4;31;2;5;5;2;3;15;5;4;29;0;16;2;3;259;4;0;2;4;6;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ŽMINJ;4;ŽMINJ;"ZGRADA OŠ ""VLADIMIR GORTAN""";ŽMINJ;738;439;439;425;14;2;0;5;0;2;1;23;1;5;6;1;0;12;9;7;45;0;5;16;1;270;3;1;1;6;3;;;;;;;;;;;;;;;;;
POSEBNA BM ZA VIII. IJ;;;;;;0;857;854;838;16;3;5;14;3;2;2;102;3;11;14;19;16;38;4;13;17;1;22;26;0;509;4;0;0;5;5;;;;;;;;;;;;;;;;;
BM U INOZEMSTVU ZA VIII. IJ;;;;;;0;771;769;761;8;1;1;2;2;3;2;360;12;11;15;24;11;34;12;7;15;0;10;25;2;206;0;0;1;4;1;;;;;;;;;;;;;;;;;
UKUPNO ZA VIII. IJ;;;;;;385.376;238.199;237.676;233.773;3.903;285;1.089;4.175;963;503;951;28.403;965;1.842;3.583;2.957;3.600;13.375;1.726;1.660;12.010;158;5.738;10.260;1.003;134.211;1.035;191;511;1.062;1.517;;;;;;;;;;;;;;;;;
